taxon_key_gbif_id,superfamily_name,family_name,subfamily_name,genus_name,name,search_species_name,gbif_species_name,confidence,status,match type,source,iNaturalist count
1842567,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Cosmopterix,teligera,Cosmopterix teligera,Cosmopterix teligera,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
9979378,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Stagmatophora,sexnotella,Stagmatophora sexnotella,Stagmatophora sexnotella,99,ACCEPTED,EXACT,Quebec_Pohl2018,2
5120396,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Limnaecia,phragmitella,Limnaecia phragmitella,Limnaecia phragmitella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,456
5120453,Gelechioidea,Cosmopterigidae,Antequerinae,Euclemensia,bassettella,Euclemensia bassettella,Euclemensia bassettella,99,ACCEPTED,EXACT,Quebec_Pohl2018,225
1848672,Gelechioidea,Gelechiidae,Anacampsinae,Neofaculta,infernella,Neofaculta infernella,Neofaculta infernella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1847640,Gelechioidea,Gelechiidae,Anacampsinae,Anarsia,lineatella,Anarsia lineatella,Anarsia lineatella,99,ACCEPTED,EXACT,Quebec_Pohl2018,3
10161669,Gelechioidea,Gelechiidae,Anacampsinae,Aproaerema,palpilineella,Aproaerema palpilineella,Aproaerema palpilineella,99,ACCEPTED,EXACT,Quebec_Pohl2018,2
1847944,Gelechioidea,Gelechiidae,Anacampsinae,Battaristis,concinnusella,Battaristis concinnusella,Battaristis concinnusella,99,ACCEPTED,EXACT,Quebec_Pohl2018,50
1847930,Gelechioidea,Gelechiidae,Anacampsinae,Battaristis,nigratomella,Battaristis nigratomella,Battaristis nigratomella,99,ACCEPTED,EXACT,Quebec_Pohl2018,20
1847919,Gelechioidea,Gelechiidae,Anacampsinae,Battaristis,vittella,Battaristis vittella,Battaristis vittella,99,ACCEPTED,EXACT,Quebec_Pohl2018,112
1848274,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,agrimoniella,Anacampsis agrimoniella,Anacampsis agrimoniella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,34
1848265,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,conclusella,Anacampsis conclusella,Anacampsis conclusella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,21
1848334,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,consonella,Anacampsis consonella,Anacampsis consonella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1848278,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,innocuella,Anacampsis innocuella,Anacampsis innocuella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,3
1848295,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,levipedella,Anacampsis levipedella,Anacampsis levipedella,99,ACCEPTED,EXACT,Quebec_Pohl2018,38
1848312,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,niveopulvella,Anacampsis niveopulvella,Anacampsis niveopulvella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,28
1848273,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,populella,Anacampsis populella,Anacampsis populella,99,ACCEPTED,EXACT,Quebec_Pohl2018,10
1848343,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,rhoifructella,Anacampsis rhoifructella,Anacampsis rhoifructella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,3
1848322,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,tristrigella,Anacampsis tristrigella,Anacampsis tristrigella,99,ACCEPTED,EXACT,Quebec_Pohl2018,13
1850589,Gelechioidea,Gelechiidae,Dichomeridinae,Helcystogramma,fernaldella,Helcystogramma fernaldella,Helcystogramma fernaldella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,8
1850603,Gelechioidea,Gelechiidae,Dichomeridinae,Helcystogramma,melanocarpa,Helcystogramma melanocarpa,Helcystogramma melanocarpa,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,11
1847249,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,ligulella,Dichomeris ligulella,Dichomeris ligulella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,150
1847407,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,marginella,Dichomeris marginella,Dichomeris marginella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,45
1847498,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,punctipennella,Dichomeris punctipennella,Dichomeris punctipennella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,122
1846941,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,punctidiscella,Dichomeris punctidiscella,Dichomeris punctidiscellus,96,ACCEPTED,FUZZY,Quebec_Pohl2018 Vermont_29March2021,33
1847088,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,caia,Dichomeris caia,Dichomeris caia,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1847343,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,flavocostella,Dichomeris flavocostella,Dichomeris flavocostella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,401
1846992,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,ventrella,Dichomeris ventrella,Dichomeris ventrellus,96,ACCEPTED,FUZZY,Quebec_Pohl2018,25
1847166,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,georgiella,Dichomeris georgiella,Dichomeris georgiella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,13
1847064,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,vacciniella,Dichomeris vacciniella,Dichomeris vacciniella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,2
1847251,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,bipunctella,Dichomeris bipunctella,Dichomeris bipunctellus,96,ACCEPTED,FUZZY,Quebec_Pohl2018 Vermont_29March2021,0
1846945,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,setosella,Dichomeris setosella,Dichomeris setosella,99,ACCEPTED,EXACT,Quebec_Pohl2018,30
1847469,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,vindex,Dichomeris vindex,Dichomeris vindex,99,ACCEPTED,EXACT,Quebec_Pohl2018,2
1847274,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,bilobella,Dichomeris bilobella,Dichomeris bilobella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,55
1847446,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,aleatrix,Dichomeris aleatrix,Dichomeris aleatrix,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1847059,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,copa,Dichomeris copa,Dichomeris copa,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,29
1847473,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,purpureofusca,Dichomeris purpureofusca,Dichomeris purpureofusca,99,ACCEPTED,EXACT,Quebec_Pohl2018,14
1847426,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,nonstrigella,Dichomeris nonstrigella,Dichomeris nonstrigella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,38
1847308,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,ochripalpella,Dichomeris ochripalpella,Dichomeris ochripalpella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,97
1847149,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,inserrata,Dichomeris inserrata,Dichomeris inserrata,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,78
1846968,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,serrativittella,Dichomeris serrativittella,Dichomeris serrativittella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,12
1847020,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,isa,Dichomeris isa,Dichomeris isa,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,4
1847445,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,washingtoniella,Dichomeris washingtoniella,Dichomeris washingtoniella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
1847259,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,levisella,Dichomeris levisella,Dichomeris levisella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1847320,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,leuconotella,Dichomeris leuconotella,Dichomeris leuconotella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,6
1846971,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,juncidella,Dichomeris juncidella,Dichomeris juncidella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,60
1847227,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,offula,Dichomeris offula,Dichomeris offula,99,ACCEPTED,EXACT,Quebec_Pohl2018,8
1847392,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,heriguronis,Dichomeris heriguronis,Dichomeris heriguronis,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,138
1851347,Gelechioidea,Gelechiidae,Apatetrinae,Chrysoesthia,drurella,Chrysoesthia drurella,Chrysoesthia drurella,99,ACCEPTED,EXACT,Quebec_Pohl2018,15
1851353,Gelechioidea,Gelechiidae,Apatetrinae,Chrysoesthia,lingulacella,Chrysoesthia lingulacella,Chrysoesthia lingulacella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
1851337,Gelechioidea,Gelechiidae,Apatetrinae,Chrysoesthia,sexguttella,Chrysoesthia sexguttella,Chrysoesthia sexguttella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,100
1849209,Gelechioidea,Gelechiidae,Apatetrinae,Sitotroga,cerealella,Sitotroga cerealella,Sitotroga cerealella,99,ACCEPTED,EXACT,Quebec_Pohl2018,5
1848864,Gelechioidea,Gelechiidae,Anomologinae,Metzneria,lappella,Metzneria lappella,Metzneria lappella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,233
1847564,Gelechioidea,Gelechiidae,Anomologinae,Isophrictis,anteliella,Isophrictis anteliella,Isophrictis anteliella,99,ACCEPTED,EXACT,Quebec_Pohl2018,11
1847555,Gelechioidea,Gelechiidae,Anomologinae,Isophrictis,rudbeckiella,Isophrictis rudbeckiella,Isophrictis rudbeckiella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1846658,Gelechioidea,Gelechiidae,Anomologinae,Monochroa,disconotella,Monochroa disconotella,Monochroa disconotella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1846720,Gelechioidea,Gelechiidae,Anomologinae,Monochroa,quinquepunctella,Monochroa quinquepunctella,Monochroa quinquepunctella,99,ACCEPTED,EXACT,Quebec_Pohl2018,7
1848143,Gelechioidea,Gelechiidae,Anomologinae,Ptycerata,busckella,Ptycerata busckella,Ptycerata busckella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1847995,Gelechioidea,Gelechiidae,Anomologinae,Enchrysa,dissectella,Enchrysa dissectella,Enchrysa dissectella,99,ACCEPTED,EXACT,Quebec_Pohl2018,4
1850673,Gelechioidea,Gelechiidae,Anomologinae,Theisoa,constrictella,Theisoa constrictella,Theisoa constrictella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,54
5122095,Gelechioidea,Gelechiidae,Anomologinae,Aristotelia,fungivorella,Aristotelia fungivorella,Aristotelia fungivorella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,10
5122169,Gelechioidea,Gelechiidae,Anomologinae,Aristotelia,isopelta,Aristotelia isopelta,Aristotelia isopelta,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
9259123,Gelechioidea,Gelechiidae,Anomologinae,Aristotelia,pudibundella,Aristotelia pudibundella,Argolamprotes pudibundella,99,SYNONYM,EXACT,Quebec_Pohl2018,3
5122131,Gelechioidea,Gelechiidae,Anomologinae,Aristotelia,roseosuffusella,Aristotelia roseosuffusella,Aristotelia roseosuffusella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,133
5122086,Gelechioidea,Gelechiidae,Anomologinae,Aristotelia,rubidella,Aristotelia rubidella,Aristotelia rubidella,99,ACCEPTED,EXACT,Quebec_Pohl2018,13
1849470,Gelechioidea,Gelechiidae,Anomologinae,Deltophora,glandiferella,Deltophora glandiferella,Deltophora glandiferella,99,ACCEPTED,EXACT,Quebec_Pohl2018,78
1848754,Gelechioidea,Gelechiidae,Anomologinae,Bryotropha,plantariella,Bryotropha plantariella,Bryotropha plantariella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1848753,Gelechioidea,Gelechiidae,Anomologinae,Bryotropha,galbanella,Bryotropha galbanella,Bryotropha galbanella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
8630243,Gelechioidea,Gelechiidae,Anomologinae,Bryotropha,gemella,Bryotropha gemella,Bryotropha gemella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1848730,Gelechioidea,Gelechiidae,Anomologinae,Bryotropha,similis,Bryotropha similis,Bryotropha similis,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
8446226,Gelechioidea,Gelechiidae,Anomologinae,Bryotropha,hodgesi,Bryotropha hodgesi,Bryotropha hodgesi,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1848680,Gelechioidea,Gelechiidae,Anomologinae,Bryotropha,branella,Bryotropha branella,Bryotropha branella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1850223,Gelechioidea,Gelechiidae,Gelechiinae,Glauce,pectenalaeella,Glauce pectenalaeella,Glauce pectenalaeella,99,ACCEPTED,EXACT,Quebec_Pohl2018,2
10427568,Gelechioidea,Gelechiidae,Gelechiinae,Agnippe,prunifoliella,Agnippe prunifoliella,Agnippe prunifoliella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,16
1848610,Gelechioidea,Gelechiidae,Gelechiinae,Recurvaria,nanella,Recurvaria nanella,Recurvaria nanella,99,ACCEPTED,EXACT,Quebec_Pohl2018,9
1851428,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,albicostata,Coleotechnites albicostata,Coleotechnites albicostata,99,ACCEPTED,EXACT,Quebec_Pohl2018,6
1851411,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,apicitripunctella,Coleotechnites apicitripunctella,Coleotechnites apicitripunctella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1851462,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,atrupictella,Coleotechnites atrupictella,Coleotechnites atrupictella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,24
1851426,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,blastovora,Coleotechnites blastovora,Coleotechnites blastovora,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1851418,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,canusella,Coleotechnites canusella,Coleotechnites canusella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1851412,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,coniferella,Coleotechnites coniferella,Coleotechnites coniferella,99,ACCEPTED,EXACT,Quebec_Pohl2018,17
1851449,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,ducharmei,Coleotechnites ducharmei,Coleotechnites ducharmei,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1851435,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,gibsonella,Coleotechnites gibsonella,Coleotechnites gibsonella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1851422,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,laricis,Coleotechnites laricis,Coleotechnites laricis,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1851450,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,macleodi,Coleotechnites macleodi,Coleotechnites macleodi,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1851441,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,martini,Coleotechnites martini,Coleotechnites martini,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1851409,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,piceaella,Coleotechnites piceaella,Coleotechnites piceaella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1851451,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,quercivorella,Coleotechnites quercivorella,Coleotechnites quercivorella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,2
-1,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,resinosae,Coleotechnites resinosae,-1,100,-1,NONE,Quebec_Pohl2018,-1
1851407,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,thujaella,Coleotechnites thujaella,Coleotechnites thujaella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
8559137,Gelechioidea,Gelechiidae,Gelechiinae,Sinoe,chambersi,Sinoe chambersi,Sinoe chambersi,99,ACCEPTED,EXACT,Quebec_Pohl2018,5
1848636,Gelechioidea,Gelechiidae,Gelechiinae,Exoteleia,dodecella,Exoteleia dodecella,Exoteleia dodecella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,4
1848644,Gelechioidea,Gelechiidae,Gelechiinae,Exoteleia,nepheos,Exoteleia nepheos,Exoteleia nepheos,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
1848639,Gelechioidea,Gelechiidae,Gelechiinae,Exoteleia,pinifoliella,Exoteleia pinifoliella,Exoteleia pinifoliella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,7
1851300,Gelechioidea,Gelechiidae,Gelechiinae,Arogalea,cristifasciella,Arogalea cristifasciella,Arogalea cristifasciella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,225
5121847,Gelechioidea,Gelechiidae,Gelechiinae,Telphusa,longifasciella,Telphusa longifasciella,Telphusa longifasciella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,73
-1,Gelechioidea,Gelechiidae,Gelechiinae,Pubitelphusa,latifasciella,Pubitelphusa latifasciella,-1,100,-1,NONE,Quebec_Pohl2018,-1
1846329,Gelechioidea,Gelechiidae,Gelechiinae,Neotelphusa,praefixa,Neotelphusa praefixa,Neotelphusa praefixa,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1846335,Gelechioidea,Gelechiidae,Gelechiinae,Neotelphusa,querciella,Neotelphusa querciella,Neotelphusa querciella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
-1,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,landryi,Pseudotelphusa landryi,-1,100,-1,NONE,Quebec_Pohl2018,-1
-1,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,ontariensis,Pseudotelphusa ontariensis,-1,100,-1,NONE,Quebec_Pohl2018,-1
1850481,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,palliderosacella,Pseudotelphusa palliderosacella,Pseudotelphusa palliderosacella,99,ACCEPTED,EXACT,Quebec_Pohl2018,19
10489775,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,quercinigracella,Pseudotelphusa quercinigracella,Pseudotelphusa quercinigracella,99,ACCEPTED,EXACT,Quebec_Pohl2018,3
1849492,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,aethiops,Xenolechia aethiops,Xenolechia aethiops,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1849498,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,ontariensis,Xenolechia ontariensis,Xenolechia ontariensis,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1849490,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,querciphaga,Xenolechia querciphaga,Xenolechia querciphaga,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1849493,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,velatella,Xenolechia velatella,Xenolechia velatella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
10625860,Gelechioidea,Gelechiidae,Gelechiinae,Carpatolechia,belangerella,Carpatolechia belangerella,Carpatolechia belangerella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
1849294,Gelechioidea,Gelechiidae,Gelechiinae,Carpatolechia,fugitivella,Carpatolechia fugitivella,Carpatolechia fugitivella,99,ACCEPTED,EXACT,Quebec_Pohl2018,2
1849274,Gelechioidea,Gelechiidae,Gelechiinae,Carpatolechia,notatella,Carpatolechia notatella,Carpatolechia notatella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1848212,Gelechioidea,Gelechiidae,Gelechiinae,Pseudochelaria,pennsylvanica,Pseudochelaria pennsylvanica,Pseudochelaria pennsylvanica,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,30
1848213,Gelechioidea,Gelechiidae,Gelechiinae,Pseudochelaria,walsinghami,Pseudochelaria walsinghami,Pseudochelaria walsinghami,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,21
5122206,Gelechioidea,Gelechiidae,Gelechiinae,Athrips,mouffetella,Athrips mouffetella,Athrips mouffetella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,50
5122230,Gelechioidea,Gelechiidae,Gelechiinae,Athrips,pruinosella,Athrips pruinosella,Athrips pruinosella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1848920,Gelechioidea,Gelechiidae,Gelechiinae,Prolita,sexpunctella,Prolita sexpunctella,Prolita sexpunctella,99,ACCEPTED,EXACT,Quebec_Pohl2018,4
1850281,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,dyariella,Gelechia dyariella,Gelechia dyariella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1850321,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,lynceella,Gelechia lynceella,Gelechia lynceella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,7
1850290,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,mandella,Gelechia mandella,Gelechia mandella,99,ACCEPTED,EXACT,Quebec_Pohl2018,2
1850450,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,sabinellus,Gelechia sabinellus,Gelechia sabinellus,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1850333,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,versutella,Gelechia versutella,Gelechia versutella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1850935,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,formosella,Chionodes formosella,Chionodes formosella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1850904,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,fuscomaculella,Chionodes fuscomaculella,Chionodes fuscomaculella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1850890,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,bicostomaculella,Chionodes bicostomaculella,Chionodes bicostomaculella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,5
1850980,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,argentipunctella,Chionodes argentipunctella,Chionodes argentipunctella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
-1,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,hapsus,Chionodes hapsus,-1,100,-1,NONE,Quebec_Pohl2018,-1
-1,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,abitus,Chionodes abitus,-1,100,-1,NONE,Quebec_Pohl2018,-1
1851031,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,gilvomaculella,Chionodes gilvomaculella,Chionodes gilvomaculella,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
-1,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,tarmes,Chionodes tarmes,-1,100,-1,NONE,Quebec_Pohl2018,-1
9014068,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,imber,Chionodes imber,Chionodes imber,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1850923,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,thoraceochrella,Chionodes thoraceochrella,Chionodes thoraceochrella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,8
1850968,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,obscurusella,Chionodes obscurusella,Chionodes obscurusella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,3
9223502,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,soter,Chionodes soter,Chionodes soter,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
1850908,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,mediofuscella,Chionodes mediofuscella,Chionodes mediofuscella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,411
1850950,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,terminimaculella,Chionodes terminimaculella,Chionodes terminimaculella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,0
8792229,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,adamas,Chionodes adamas,Chionodes adamas,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
1850962,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,fondella,Chionodes fondella,Chionodes fondella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,9
1850988,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,pseudofondella,Chionodes pseudofondella,Chionodes pseudofondella,99,ACCEPTED,EXACT,Quebec_Pohl2018,1
1850868,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,discoocellella,Chionodes discoocellella,Chionodes discoocellella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,83
1851011,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,lugubrella,Chionodes lugubrella,Chionodes lugubrella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,5
1850993,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,arenella,Chionodes arenella,Chionodes arenella,99,ACCEPTED,EXACT,Quebec_Pohl2018,5
1850951,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,praeclarella,Chionodes praeclarella,Chionodes praeclarella,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021,1
1850974,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,psiloptera,Chionodes psiloptera,Chionodes psiloptera,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
8943069,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,praeco,Chionodes praeco,Chionodes praeco,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
8762317,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,molitor,Chionodes molitor,Chionodes molitor,99,ACCEPTED,EXACT,Quebec_Pohl2018 Vermont_29March2021 Vermont_29March2021,0
1850889,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,occlusa,Chionodes occlusa,Chionodes occlusa,99,ACCEPTED,EXACT,Quebec_Pohl2018,0
