,Species Key,Taxon Key,GBIF Species Name,Source
55,1735850,1735850,Ectoedemia argyropeza,Quebec_Pohl2018
56,9336951,9336951,Ectoedemia trinotata,Quebec_Pohl2018
57,9528612,9528612,Ectoedemia quadrinotata,Quebec_Pohl2018
58,9632909,10394554,Ectoedemia virgulae,Quebec_Pohl2018
59,4527235,4527235,Ectoedemia occultella,Quebec_Pohl2018
60,9528398,9528398,Ectoedemia rubifoliella,Quebec_Pohl2018
61,9621622,9621622,Ectoedemia ulmella,Quebec_Pohl2018
62,9350750,9350750,Opostegoides scioterma,Quebec_Pohl2018
63,9529268,9529268,Pseudopostega albogaleriella,Quebec_Pohl2018
64,9500891,9500891,Pseudopostega cretea,Quebec_Pohl2018
65,9298635,9298635,Pseudopostega quadristrigella,Quebec_Pohl2018
66,9851691,9851691,Lampronia russatella,Quebec_Pohl2018
67,4522791,4522791,Lampronia capitella,Quebec_Pohl2018
68,4522799,4522799,Lampronia corticella,Quebec_Pohl2018
69,10099430,10188288,Lampronia taylorella,Quebec_Pohl2018
70,1860736,1860736,Paraclemensia acerifoliella,Quebec_Pohl2018
71,5123582,5123582,Phylloporia bistrigella,Quebec_Pohl2018
72,10583093,10583093,Antispila cornifoliella,Quebec_Pohl2018
73,1861332,1861332,Antispila freemani,Quebec_Pohl2018
74,1861292,1861292,Antispila isabella,Quebec_Pohl2018
75,9468244,9468244,Antispila viticordifoliella,Quebec_Pohl2018
76,4522956,4522956,Antispila ampelopsifoliella,Quebec_Pohl2018
77,8927100,8927100,Antispila oinophylla,Quebec_Pohl2018
78,1861251,1861251,Coptodisca lucifluella,Quebec_Pohl2018
79,1861239,1861239,Coptodisca magnella,Quebec_Pohl2018
80,1861252,1861252,Coptodisca negligens,Quebec_Pohl2018
81,1861240,10222420,Coptodisca ostryaefoliella,Quebec_Pohl2018
82,1861242,1861242,Coptodisca splendoriferella,Quebec_Pohl2018
83,1861238,1861238,Coptodisca kalmiella,Quebec_Pohl2018
84,10012179,10652608,Cauchas dietziella,Quebec_Pohl2018
85,7495876,7495876,Nemophora bellela,Quebec_Pohl2018
86,1860974,1860974,Adela caeruleella,Quebec_Pohl2018
87,1860989,1860989,Adela ridingsella,Quebec_Pohl2018
88,1861014,1861014,Adela purpurea,Quebec_Pohl2018
89,1939460,1939460,Tischeria quercitella,Quebec_Pohl2018
90,10107773,10107773,Astrotischeria solidagonifoliella,Quebec_Pohl2018
91,10460482,10460482,Coptotriche zelleriella,Quebec_Pohl2018
92,10308899,10308899,Coptotriche citrinipennella,Quebec_Pohl2018
93,10402481,10007396,Coptotriche malifoliella,Quebec_Pohl2018
94,10129806,10129806,Coptotriche aenea,Quebec_Pohl2018
95,9914408,9914408,Coptotriche badiiella,Quebec_Pohl2018
96,NA,NA,NA,Quebec_Pohl2018
97,NA,NA,NA,Quebec_Pohl2018
98,10745938,10745938,Coptotriche agrimoniella,Quebec_Pohl2018
99,1855846,1855846,Eudarcia eunitariaeella,Quebec_Pohl2018
100,4526094,4526094,Dahlica triquetrella,Quebec_Pohl2018
101,9947122,9947122,Siederia walshella,Quebec_Pohl2018
102,5880063,5880063,Kearfottia albifasciella,Quebec_Pohl2018
103,1854202,1854202,Psyche casta,Quebec_Pohl2018
104,1853312,1853312,Thyridopteryx ephemeraeformis,Quebec_Pohl2018
105,NA,NA,NA,Quebec_Pohl2018
106,4707427,10328121,Hyaloscotes pithopoera,Quebec_Pohl2018
107,1856899,1856899,Dryadaula visaliella,Quebec_Pohl2018
108,1856130,1856130,Haplotinea insectella,Quebec_Pohl2018
109,1854920,1854920,Amydria effrentella,Quebec_Pohl2018
110,9015218,9015218,Acrolophus plumifrontella,Quebec_Pohl2018
111,NA,NA,NA,Quebec_Pohl2018
112,1856695,1856695,Nemapogon acapnopennella,Quebec_Pohl2018
113,1856657,1856657,Nemapogon auropulvella,Quebec_Pohl2018
114,1856674,1856674,Nemapogon geniculatella,Quebec_Pohl2018
115,1856701,1856701,Nemapogon granella,Quebec_Pohl2018
116,1856678,1856678,Nemapogon molybdanella,Quebec_Pohl2018
117,1856720,1856720,Nemapogon multistriatella,Quebec_Pohl2018
118,1856681,10005562,Nemapogon ophrionella,Quebec_Pohl2018
119,1856699,1856699,Nemapogon tylodes,Quebec_Pohl2018
120,1856686,1856686,Nemapogon variatella,Quebec_Pohl2018
121,1857767,1857767,Leucomele miriamella,Quebec_Pohl2018
122,1858498,1858498,Homosetia argentinotella,Quebec_Pohl2018
123,1858493,1858493,Homosetia bifasciella,Quebec_Pohl2018
124,1858508,1858508,Homosetia costisignella,Quebec_Pohl2018
125,1858509,1858509,Homosetia fasciella,Quebec_Pohl2018
126,1858502,1858502,Homosetia marginimaculella,Quebec_Pohl2018
127,1856368,1856368,Isocorypha mediostriatella,Quebec_Pohl2018
128,5122995,5122995,Tinea carnariella,Quebec_Pohl2018
129,1858107,1858107,Tinea columbariella,Quebec_Pohl2018
130,5122976,9983593,Tinea croceoverticella,Quebec_Pohl2018
131,5122978,5122978,Tinea irrepta,Quebec_Pohl2018
132,1858163,1858163,Tinea pellionella,Quebec_Pohl2018
133,1858073,1858073,Tinea svenssoni,Quebec_Pohl2018
134,1856005,1856005,Niditinea fuscella,Quebec_Pohl2018
135,1856002,1856002,Niditinea orleansella,Quebec_Pohl2018
136,1857577,1857577,Trichophaga tapetzella,Quebec_Pohl2018
137,1857829,1857829,Monopis crocicapitella,Quebec_Pohl2018
138,1857863,1857863,Monopis laevigella,Quebec_Pohl2018
139,1857918,1857918,Monopis dorsistrigella,Quebec_Pohl2018
140,1857945,1857945,Monopis marginistrigella,Quebec_Pohl2018
141,1857828,1857828,Monopis monachella,Quebec_Pohl2018
142,1857924,1857924,Monopis spilotella,Quebec_Pohl2018
143,1857856,1857856,Monopis weaverella,Quebec_Pohl2018
144,1855951,1855951,Eccritothrix guenterella,Quebec_Pohl2018
145,1856063,1856061,Elatobia fuliginosella,Quebec_Pohl2018
146,1857626,1857626,Tineola bisselliella,Quebec_Pohl2018
147,1856394,1856394,Hybroma servulella,Quebec_Pohl2018
148,1857973,1857973,Scardia anatomella,Quebec_Pohl2018
149,1857809,1857809,Scardiella approximatella,Quebec_Pohl2018
150,1857690,1857690,Diachorisia velatella,Quebec_Pohl2018
151,8805129,8805129,Pelecystola nearctica,Quebec_Pohl2018
152,1829287,1829287,Philonome clemensella,Quebec_Pohl2018
153,1855358,1855358,Xylesthia pruniramiella,Quebec_Pohl2018
154,1751399,10648440,Bucculatrix solidaginiella,Quebec_Pohl2018
155,1751339,1751339,Bucculatrix montana,Quebec_Pohl2018
156,1751393,1751393,Bucculatrix inusitata,Quebec_Pohl2018
157,1751301,1751301,Bucculatrix cuneigera,Quebec_Pohl2018
158,1751328,1751328,Bucculatrix agnella,Quebec_Pohl2018
159,1751336,1751336,Bucculatrix angustata,Quebec_Pohl2018
160,1751351,1751351,Bucculatrix adelpha,Quebec_Pohl2018
161,1751349,1751349,Bucculatrix eupatoriella,Quebec_Pohl2018
162,1751418,1751418,Bucculatrix sexnotata,Quebec_Pohl2018
163,1751396,10469592,Bucculatrix packardella,Quebec_Pohl2018
164,1751344,1751344,Bucculatrix quinquenotella,Quebec_Pohl2018
165,1751400,1751400,Bucculatrix coronatella,Quebec_Pohl2018
166,10014166,10014166,Bucculatrix canadensisella,Quebec_Pohl2018
167,1751238,10560857,Bucculatrix polytita,Quebec_Pohl2018
168,1751323,10598953,Bucculatrix recognita,Quebec_Pohl2018
169,1751346,1751346,Bucculatrix paroptila,Quebec_Pohl2018
170,1751374,1751374,Bucculatrix callistricha,Quebec_Pohl2018
171,1751252,1751252,Bucculatrix locuples,Quebec_Pohl2018
172,1751299,1751299,Bucculatrix ainsliella,Quebec_Pohl2018
173,1751458,1751458,Bucculatrix eclecta,Quebec_Pohl2018
174,1751367,1751367,Bucculatrix anaticula,Quebec_Pohl2018
175,1751293,1751293,Bucculatrix ceanothiella,Quebec_Pohl2018
176,1751228,1751228,Bucculatrix pomifoliella,Quebec_Pohl2018
177,1749349,10255878,Cremastobombycia ambrosiaeella,Quebec_Pohl2018
178,1749347,1749347,Cremastobombycia solidaginis,Quebec_Pohl2018
179,1750000,1750000,Phyllonorycter aeriferella,Quebec_Pohl2018
180,1749958,1749958,Phyllonorycter alaskana,Quebec_Pohl2018
181,1749945,1749945,Phyllonorycter albanotella,Quebec_Pohl2018
182,1749879,1749879,Phyllonorycter alnicolella,Quebec_Pohl2018
183,1750281,1750281,Phyllonorycter apparella,Quebec_Pohl2018
184,1750208,1750208,Phyllonorycter argentifimbriella,Quebec_Pohl2018
185,1750164,1750164,Phyllonorycter argentinotella,Quebec_Pohl2018
186,1750108,1750108,Phyllonorycter auronitens,Quebec_Pohl2018
187,1750008,1750008,Phyllonorycter basistrigella,Quebec_Pohl2018
188,1749904,1749904,Phyllonorycter blancardella,Quebec_Pohl2018
189,1750103,1750103,Phyllonorycter clemensella,Quebec_Pohl2018
190,1750038,1750038,Phyllonorycter comptoniella,Quebec_Pohl2018
191,1749873,10195189,Phyllonorycter crataegella,Quebec_Pohl2018
192,1750072,1750072,Phyllonorycter emberizaepenella,Quebec_Pohl2018
193,1749760,1749760,Phyllonorycter fitchella,Quebec_Pohl2018
194,1750243,1750243,Phyllonorycter fragilella,Quebec_Pohl2018
195,1750003,1750003,Phyllonorycter hagenii,Quebec_Pohl2018
196,1750212,10038354,Phyllonorycter intermixta,Quebec_Pohl2018
197,1750270,10336725,Phyllonorycter latus,Quebec_Pohl2018
198,1750199,1750199,Phyllonorycter ledella,Quebec_Pohl2018
199,1750058,1750058,Phyllonorycter lucetiella,Quebec_Pohl2018
200,1750040,10627301,Phyllonorycter lucidicostella,Quebec_Pohl2018
201,1749784,1749784,Phyllonorycter mariaeella,Quebec_Pohl2018
202,1749774,1749774,Phyllonorycter martiella,Quebec_Pohl2018
203,1749831,1749831,Phyllonorycter nipigon,Quebec_Pohl2018
204,1750160,1750160,Phyllonorycter ostryaefoliella,Quebec_Pohl2018
205,1749867,1749867,Phyllonorycter populiella,Quebec_Pohl2018
206,1749828,1749828,Phyllonorycter propinquinella,Quebec_Pohl2018
207,1750179,1750179,Phyllonorycter quercialbella,Quebec_Pohl2018
208,1749993,1749993,Phyllonorycter restrictella,Quebec_Pohl2018
209,1750247,1750247,Phyllonorycter salicifoliella,Quebec_Pohl2018
210,1750061,10185760,Phyllonorycter scudderella,Quebec_Pohl2018
211,1750099,1750099,Phyllonorycter tiliacella,Quebec_Pohl2018
212,1749978,1749978,Phyllonorycter trinotella,Quebec_Pohl2018
213,1749918,1749918,Phyllonorycter tritaenianella,Quebec_Pohl2018
214,NA,NA,NA,Quebec_Pohl2018
215,NA,NA,NA,Quebec_Pohl2018
216,10028689,10028689,Macrosaccus morrisella,Quebec_Pohl2018
217,5104668,5104668,Cameraria aceriella,Quebec_Pohl2018
218,NA,NA,NA,Quebec_Pohl2018
219,5104687,9913346,Cameraria arcuella,Quebec_Pohl2018
220,5104690,5104690,Cameraria bethunella,Quebec_Pohl2018
221,5104756,5104756,Cameraria betulivora,Quebec_Pohl2018
222,5104727,5104727,Cameraria caryaefoliella,Quebec_Pohl2018
223,5104673,5104673,Cameraria cincinnatiella,Quebec_Pohl2018
224,5104711,5104711,Cameraria corylisella,Quebec_Pohl2018
225,5104669,5104669,Cameraria fletcherella,Quebec_Pohl2018
226,5104735,5104735,Cameraria guttifinitella,Quebec_Pohl2018
227,5104706,5104706,Cameraria hamadryadella,Quebec_Pohl2018
228,5104754,5104754,Cameraria hamameliella,Quebec_Pohl2018
229,5104692,5104692,Cameraria lentella,Quebec_Pohl2018
230,5104731,5104731,Cameraria macrocarpella,Quebec_Pohl2018
231,5104674,5104674,Cameraria obstrictella,Quebec_Pohl2018
232,5104693,5104693,Cameraria ostryarella,Quebec_Pohl2018
233,5104689,5104689,Cameraria quercivorella,Quebec_Pohl2018
234,5104677,5104677,Cameraria saccharella,Quebec_Pohl2018
235,5104685,5104685,Cameraria ulmella,Quebec_Pohl2018
236,1749259,1749259,Chrysaster ostensackenella,Quebec_Pohl2018
237,1749089,1749089,Leucanthiza amphicarpeaefoliella,Quebec_Pohl2018
238,1749088,1749088,Leucanthiza dircella,Quebec_Pohl2018
239,1751018,1751018,Acrocercops albinatella,Quebec_Pohl2018
240,1750924,1750924,Acrocercops astericola,Quebec_Pohl2018
241,1751064,1751064,Acrocercops pnosmodiella,Quebec_Pohl2018
242,1750786,1750786,Acrocercops strigosa,Quebec_Pohl2018
243,1749284,1749284,Leucospilapteryx venustella,Quebec_Pohl2018
244,1749649,1749649,Phyllocnistis ampelopsiella,Quebec_Pohl2018
245,1749591,1749591,Phyllocnistis populiella,Quebec_Pohl2018
246,1749558,1749558,Phyllocnistis vitegenella,Quebec_Pohl2018
247,1749626,1749626,Phyllocnistis vitifoliella,Quebec_Pohl2018
248,NA,NA,NA,Quebec_Pohl2018
249,1751148,1751148,Marmara elotella,Quebec_Pohl2018
250,1751157,1751157,Marmara fasciella,Quebec_Pohl2018
251,1751149,1751149,Marmara fraxinicola,Quebec_Pohl2018
252,1751162,1751162,Marmara salictella,Quebec_Pohl2018
253,NA,NA,NA,Quebec_Pohl2018
254,5104777,5104777,Caloptilia alnicolella,Quebec_Pohl2018
255,5105181,9937240,Caloptilia alnivorella,Quebec_Pohl2018
256,NA,NA,NA,Quebec_Pohl2018
257,5105123,5105123,Caloptilia anthobaphes,Quebec_Pohl2018
258,5104815,5104815,Caloptilia belfragella,Quebec_Pohl2018
259,5105177,5105177,Caloptilia betulivora,Quebec_Pohl2018
260,5105120,5105120,Caloptilia bimaculatella,Quebec_Pohl2018
261,5105068,5105068,Caloptilia blandella,Quebec_Pohl2018
262,5105019,5105019,Caloptilia burgessiella,Quebec_Pohl2018
263,5104870,5104870,Caloptilia canadensisella,Quebec_Pohl2018
264,5104950,5104950,Caloptilia cornusella,Quebec_Pohl2018
265,5104928,5104928,Caloptilia coroniella,Quebec_Pohl2018
266,5105066,5105066,Caloptilia flavella,Quebec_Pohl2018
267,5105041,10582299,Caloptilia flavimaculella,Quebec_Pohl2018
268,5105031,5105031,Caloptilia fraxinella,Quebec_Pohl2018
269,5105025,5105025,Caloptilia hypericella,Quebec_Pohl2018
270,5104860,5104860,Caloptilia invariabilis,Quebec_Pohl2018
271,5104842,5104842,Caloptilia melanocarpae,Quebec_Pohl2018
272,5105116,5105116,Caloptilia negundella,Quebec_Pohl2018
273,5104779,5104779,Caloptilia ostryaeella,Quebec_Pohl2018
274,5105124,5105124,Caloptilia packardella,Quebec_Pohl2018
275,5105008,10395412,Caloptilia paradoxum,Quebec_Pohl2018
276,NA,NA,NA,Quebec_Pohl2018
277,5104770,5104770,Caloptilia pulchella,Quebec_Pohl2018
278,5104986,5104986,Caloptilia rhoifoliella,Quebec_Pohl2018
279,5105057,5105057,Caloptilia serotinella,Quebec_Pohl2018
280,5104891,5104891,Caloptilia stigmatella,Quebec_Pohl2018
281,5105098,5105098,Caloptilia strictella,Quebec_Pohl2018
282,5105018,5105018,Caloptilia superbifrontella,Quebec_Pohl2018
283,5105039,5105039,Caloptilia umbratella,Quebec_Pohl2018
284,5105027,5105027,Caloptilia vacciniella,Quebec_Pohl2018
285,5104948,5104948,Caloptilia violacella,Quebec_Pohl2018
286,1749713,1749713,Gracillaria syringella,Quebec_Pohl2018
287,1749050,1749050,Callisto denticulella,Quebec_Pohl2018
288,1749171,1749171,Parornix arbutifoliella,Quebec_Pohl2018
289,1749199,1749199,Parornix betulae,Quebec_Pohl2018
290,NA,NA,NA,Quebec_Pohl2018
291,1749195,10307046,Parornix conspicuella,Quebec_Pohl2018
292,1749172,1749172,Parornix crataegifoliella,Quebec_Pohl2018
293,1749156,10074088,Parornix dubitella,Quebec_Pohl2018
294,1749196,1749196,Parornix geminatella,Quebec_Pohl2018
295,1749203,1749203,Parornix inusitatumella,Quebec_Pohl2018
296,NA,NA,NA,Quebec_Pohl2018
297,1749226,1749226,Parornix melanotella,Quebec_Pohl2018
298,1749230,1749230,Parornix obliterella,Quebec_Pohl2018
299,1749187,1749187,Parornix peregrinaella,Quebec_Pohl2018
300,1749223,1749223,Parornix preciosella,Quebec_Pohl2018
301,1749193,1749193,Parornix quadripunctella,Quebec_Pohl2018
302,1749215,10156075,Parornix vicinella,Quebec_Pohl2018
303,1749104,1749104,Micrurapteryx salicifoliella,Quebec_Pohl2018
304,9297387,9297387,Micrurapteryx occulta,Quebec_Pohl2018
305,1748934,1748934,Parectopa lespedezaefoliella,Quebec_Pohl2018
306,1748949,1748949,Parectopa pennsylvaniella,Quebec_Pohl2018
307,1748930,1748930,Parectopa plantaginisella,Quebec_Pohl2018
308,1748922,1748922,Parectopa robiniella,Quebec_Pohl2018
309,1749287,1749287,Neurobathra strigifinitella,Quebec_Pohl2018
310,1830582,1830582,Ocnerostoma piniariella,Quebec_Pohl2018
311,1830586,1830586,Ocnerostoma strobivorum,Quebec_Pohl2018
312,1830359,1830359,Swammerdamia caesiella,Quebec_Pohl2018
313,1830372,1830372,Swammerdamia pyrella,Quebec_Pohl2018
314,4525420,4525420,Paraswammerdamia conspersella,Quebec_Pohl2018
315,1830510,1830510,Paraswammerdamia lapponica,Quebec_Pohl2018
316,4525369,4525369,Yponomeuta cagnagella,Quebec_Pohl2018
317,9208048,9859292,Zelleria celastrusella,Quebec_Pohl2018
318,5119482,5119482,Zelleria haimbachi,Quebec_Pohl2018
319,10138367,10138367,Euhyponomeutoides gracilariella,Quebec_Pohl2018
320,10310599,10310599,Ypsolopha canariella,Quebec_Pohl2018
321,4525540,4525540,Ypsolopha dentella,Quebec_Pohl2018
322,NA,NA,NA,Quebec_Pohl2018
323,9916066,10372437,Ypsolopha dorsimaculella,Quebec_Pohl2018
324,10346267,10346267,Ypsolopha falciferella,Quebec_Pohl2018
325,10009080,10009080,Ypsolopha senex,Quebec_Pohl2018
326,1831799,1831799,Ochsenheimeria vacculella,Quebec_Pohl2018
327,1831158,10179033,Plutella haasi,Quebec_Pohl2018
328,1831135,10028425,Plutella polaris,Quebec_Pohl2018
329,1831168,1831168,Plutella porrectella,Quebec_Pohl2018
330,1831136,1831136,Plutella xylostella,Quebec_Pohl2018
331,9958241,9958241,Rhigognostis interrupta,Quebec_Pohl2018
332,1829699,1829699,Abrenthia cuprea,Quebec_Pohl2018
333,8779506,8779506,Glyphipterix circumscriptella,Quebec_Pohl2018
334,1829799,1829799,Glyphipterix haworthana,Quebec_Pohl2018
335,10006809,10006809,Glyphipterix sistes,Quebec_Pohl2018
336,1829984,1829984,Glyphipterix saurodonta,Quebec_Pohl2018
337,1829612,1829612,Diploschizia impigritella,Quebec_Pohl2018
338,10633728,10633728,Acrolepiopsis incertella,Quebec_Pohl2018
339,4525339,4525339,Acrolepiopsis assectella,Quebec_Pohl2018
340,1830146,9837471,Argyresthia abies,Quebec_Pohl2018
341,1830203,1830203,Argyresthia alternatella,Quebec_Pohl2018
342,1830272,1830272,Argyresthia annettella,Quebec_Pohl2018
343,1830217,1830217,Argyresthia apicimaculella,Quebec_Pohl2018
344,1830293,1830293,Argyresthia aureoargentella,Quebec_Pohl2018
345,1830229,1830229,Argyresthia austerella,Quebec_Pohl2018
346,1830214,1830214,Argyresthia belangerella,Quebec_Pohl2018
347,1830124,1830124,Argyresthia canadensis,Quebec_Pohl2018
348,1830241,1830241,Argyresthia conjugella,Quebec_Pohl2018
349,1830127,1830127,Argyresthia freyella,Quebec_Pohl2018
350,1830125,1830125,Argyresthia goedartella,Quebec_Pohl2018
351,1830162,10127409,Argyresthia laricella,Quebec_Pohl2018
352,NA,NA,NA,Quebec_Pohl2018
353,9998920,9998920,Argyresthia oreasella,Quebec_Pohl2018
354,1830256,1830256,Argyresthia picea,Quebec_Pohl2018
355,1830243,1830243,Argyresthia pygmaeella,Quebec_Pohl2018
356,1830202,1830202,Argyresthia subreticulata,Quebec_Pohl2018
357,1830284,1830284,Argyresthia thuiella,Quebec_Pohl2018
358,1829350,1829350,Lyonetia latistrigella,Quebec_Pohl2018
359,1829313,1829313,Lyonetia saliciella,Quebec_Pohl2018
360,1829363,1829363,Lyonetia prunifoliella,Quebec_Pohl2018
361,10508177,10508177,Paraleucoptera albella,Quebec_Pohl2018
362,1830674,1830674,Atteva aurea,Quebec_Pohl2018
363,10513411,10513411,Neoheliodines nyctaginella,Quebec_Pohl2018
364,1831752,1831752,Bedellia somnulentella,Quebec_Pohl2018
365,1751214,1751214,Tinagma obscurofasciella,Quebec_Pohl2018
366,1845962,1845962,Oegoconia quadripuncta,Quebec_Pohl2018
367,1845969,1845969,Oegoconia deauratella,Quebec_Pohl2018
368,1845793,1845793,Gerdana caritella,Quebec_Pohl2018
369,1846505,1846505,Taygete attributella,Quebec_Pohl2018
370,1846500,1846500,Taygete sylvicolella,Quebec_Pohl2018
371,1846035,1846035,Glyphidocera lithodoxa,Quebec_Pohl2018
372,1846020,1846020,Glyphidocera septentrionella,Quebec_Pohl2018
373,1833475,1833475,Martyringa latipennis,Quebec_Pohl2018
374,1833498,1833498,Decantha boreasella,Quebec_Pohl2018
375,10511237,10511237,Epicallima argenticinctella,Quebec_Pohl2018
376,NA,NA,NA,Quebec_Pohl2018
377,1833678,1833678,Fabiola edithella,Quebec_Pohl2018
378,10304283,10304283,Brymblia quadrimaculella,Quebec_Pohl2018
379,10636669,10636669,Denisia haydenella,Quebec_Pohl2018
380,1835500,1835500,Polix coloradella,Quebec_Pohl2018
381,1837900,1837900,Mathildana newmanella,Quebec_Pohl2018
382,8888798,10640820,Mathildana flipria,Quebec_Pohl2018
383,1837145,1837145,Carolana ascriptella,Quebec_Pohl2018
384,1837172,1837172,Endrosis sarcitrella,Quebec_Pohl2018
385,9895629,9895629,Eido trimaculella,Quebec_Pohl2018
386,1840350,1840350,Agonopterix gelidella,Quebec_Pohl2018
387,1840520,1840520,Agonopterix lythrella,Quebec_Pohl2018
388,1840379,1840379,Agonopterix curvilineella,Quebec_Pohl2018
389,1840543,1840543,Agonopterix clemensella,Quebec_Pohl2018
390,1840448,1840448,Agonopterix atrodorsella,Quebec_Pohl2018
391,1840519,1840519,Agonopterix eupatoriiella,Quebec_Pohl2018
392,1840592,1840592,Agonopterix pulvipennella,Quebec_Pohl2018
393,1840658,1840658,Agonopterix nigrinotella,Quebec_Pohl2018
394,1840658,1840652,Agonopterix nigrinotella,Quebec_Pohl2018
395,1840521,1840521,Agonopterix walsinghamella,Quebec_Pohl2018
396,1840311,1840311,Agonopterix canadensis,Quebec_Pohl2018
397,1840471,1840471,Agonopterix flavicomella,Quebec_Pohl2018
398,1840441,1840441,Agonopterix robiniella,Quebec_Pohl2018
399,1840656,1840656,Agonopterix thelmae,Quebec_Pohl2018
400,1840591,1840591,Agonopterix lecontella,Quebec_Pohl2018
401,1840553,1840553,Agonopterix argillacea,Quebec_Pohl2018
402,1840624,1840624,Agonopterix psoraliella,Quebec_Pohl2018
403,1840375,1840375,Agonopterix nebulosa,Quebec_Pohl2018
404,1839263,1839263,Exaeretia canella,Quebec_Pohl2018
405,1839296,1839296,Exaeretia ciniflonella,Quebec_Pohl2018
406,1839280,10011374,Exaeretia fulva,Quebec_Pohl2018
407,1835819,1835819,Bibarrambla allenella,Quebec_Pohl2018
408,1835451,1835451,Semioscopis packardella,Quebec_Pohl2018
409,1835430,1835430,Semioscopis merriccella,Quebec_Pohl2018
410,1835438,1835438,Semioscopis inornata,Quebec_Pohl2018
411,1835449,1835449,Semioscopis megamicrella,Quebec_Pohl2018
412,1835436,1835436,Semioscopis aurorella,Quebec_Pohl2018
413,1837420,1837420,Depressaria depressana,Quebec_Pohl2018
414,4529064,4529064,Depressaria radiella,Quebec_Pohl2018
415,1837523,1837523,Depressaria cinereocostella,Quebec_Pohl2018
416,1837342,10605778,Depressaria eleanorae,Quebec_Pohl2018
417,1837360,1837360,Depressaria alienella,Quebec_Pohl2018
418,1836918,10580368,Nites grotella,Quebec_Pohl2018
419,1836922,1836922,Nites atrocapitella,Quebec_Pohl2018
420,1836919,10103585,Nites betulella,Quebec_Pohl2018
421,1836917,10072212,Nites maculatella,Quebec_Pohl2018
422,1836920,10499414,Nites ostryella,Quebec_Pohl2018
423,1845270,1845270,Ethmia bipunctella,Quebec_Pohl2018
424,1845502,1845502,Ethmia monticola,Quebec_Pohl2018
425,1845604,1845604,Ethmia zelleriella,Quebec_Pohl2018
426,1845448,1845448,Ethmia longimaculella,Quebec_Pohl2018
427,1838584,1838584,Antaeotricha schlaegeri,Quebec_Pohl2018
428,1838465,1838465,Antaeotricha leucillana,Quebec_Pohl2018
429,1838339,1838339,Antaeotricha osseella,Quebec_Pohl2018
430,1837207,1837207,Menesta tortriciformella,Quebec_Pohl2018
431,10610041,10610041,Gonioterma mistrella,Quebec_Pohl2018
432,1834710,1834710,Machimia tentoriferella,Quebec_Pohl2018
433,1841084,1841084,Psilocorsis quercicella,Quebec_Pohl2018
434,1841081,1841081,Psilocorsis cryptolechiella,Quebec_Pohl2018
435,1841091,1841091,Psilocorsis reflexella,Quebec_Pohl2018
436,5120443,5120443,Periploca ceanothiella,Quebec_Pohl2018
437,1842426,10514989,Periploca laeta,Quebec_Pohl2018
438,5120421,5120421,Periploca nigra,Quebec_Pohl2018
439,10258806,10258806,Stilbosis ostryaeella,Quebec_Pohl2018
440,1842978,1842978,Stilbosis tesquella,Quebec_Pohl2018
441,1843457,10565682,Chrysopeleia purpuriella,Quebec_Pohl2018
442,10327658,10327658,Walshia miscecolorella,Quebec_Pohl2018
443,1852502,1852502,Walshia dispar,Quebec_Pohl2018
444,10550767,10550767,Perimede erransella,Quebec_Pohl2018
445,NA,NA,NA,Quebec_Pohl2018
446,4301036,4301036,Cosmopterix pulchrimella,Quebec_Pohl2018
447,1842596,1842596,Cosmopterix gemmiferella,Quebec_Pohl2018
448,1842489,1842489,Cosmopterix clemensella,Quebec_Pohl2018
449,1842570,1842570,Cosmopterix scirpicola,Quebec_Pohl2018
450,1842532,1842532,Cosmopterix fernaldella,Quebec_Pohl2018
451,1842567,1842567,Cosmopterix teligera,Quebec_Pohl2018
452,9979378,9979378,Stagmatophora sexnotella,Quebec_Pohl2018
453,5120396,5120396,Limnaecia phragmitella,Quebec_Pohl2018
454,5120453,5120453,Euclemensia bassettella,Quebec_Pohl2018
455,1848672,1848672,Neofaculta infernella,Quebec_Pohl2018
456,1847640,1847640,Anarsia lineatella,Quebec_Pohl2018
457,10161669,10161669,Aproaerema palpilineella,Quebec_Pohl2018
458,1847944,1847944,Battaristis concinnusella,Quebec_Pohl2018
459,1847930,1847930,Battaristis nigratomella,Quebec_Pohl2018
460,1847919,1847919,Battaristis vittella,Quebec_Pohl2018
461,1848274,1848274,Anacampsis agrimoniella,Quebec_Pohl2018
462,1848265,1848265,Anacampsis conclusella,Quebec_Pohl2018
463,1848334,9988706,Anacampsis consonella,Quebec_Pohl2018
464,1848278,1848278,Anacampsis innocuella,Quebec_Pohl2018
465,1848295,1848295,Anacampsis levipedella,Quebec_Pohl2018
466,1848312,1848312,Anacampsis niveopulvella,Quebec_Pohl2018
467,1848273,1848273,Anacampsis populella,Quebec_Pohl2018
468,1848343,1848343,Anacampsis rhoifructella,Quebec_Pohl2018
469,1848322,1848322,Anacampsis tristrigella,Quebec_Pohl2018
470,1850589,1850589,Helcystogramma fernaldella,Quebec_Pohl2018
471,1850603,1850603,Helcystogramma melanocarpa,Quebec_Pohl2018
472,1847249,1847249,Dichomeris ligulella,Quebec_Pohl2018
473,1847407,1847407,Dichomeris marginella,Quebec_Pohl2018
474,1847498,1847498,Dichomeris punctipennella,Quebec_Pohl2018
475,NA,NA,NA,Quebec_Pohl2018
476,1847088,1847088,Dichomeris caia,Quebec_Pohl2018
