accepted_taxon_key,search_species,gbif_species,status,match_type,rank,confidence,genus,family,order,source
1737783,Cydia conicolana,Cydia conicolana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737796,Cydia ulicetana,Cydia ulicetana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022
1737804,Cydia zebeana Raz.,Cydia zebeana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,denmark_Dec2022
1737808,Cydia grunertiana Raz.,Cydia grunertiana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,denmark_Dec2022
1737811,Cydia servillana,Cydia servillana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737816,Cydia pactolana,Cydia pactolana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737817,Cydia cognatana,Cydia cognatana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737847,Cydia pomonella,Cydia pomonella,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1737850,Cydia interscindana,Cydia interscindana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022
1737862,Cydia indivisa,Cydia indivisa,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737881,Cydia leguminana,Cydia leguminana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737888,Cydia deshaisiana,Cydia deshaisiana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 quebec_vermont
1737893,Cydia succedana D.& S.,Cydia succedana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,denmark_Dec2022
1737917,Cydia millenniana,Cydia millenniana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737924,Cydia inquinatana,Cydia inquinatana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1737945,Cydia injectiva,Cydia injectiva,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022
1737963,Cydia duplicana Zett.,Cydia duplicana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,denmark_Dec2022
1737966,Cydia cosmophorana,Cydia cosmophorana,ACCEPTED,EXACT,SPECIES,99,Cydia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738050,Cymolomia hartigiana,Cymolomia hartigiana,ACCEPTED,EXACT,SPECIES,99,Cymolomia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738163,Isotrias rectifasciana,Isotrias rectifasciana,ACCEPTED,EXACT,SPECIES,99,Isotrias,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738222,Pseudosciaphila branderiana,Pseudosciaphila branderiana,ACCEPTED,EXACT,SPECIES,99,Pseudosciaphila,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738245,Pseudargyrotoza conwagana,Pseudargyrotoza conwagana,ACCEPTED,EXACT,SPECIES,99,Pseudargyrotoza,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738273,Aethes rubiginana *Wlsm.,Aethes rubiginana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,denmark_Dec2022
1738317,Aethes rubigana,Aethes rubigana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738334,Aethes francillana,Aethes francillana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738337,Aethes margaritana,Aethes margaritana,ACCEPTED,EXACT,SPECIES,98,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738373,Aethes williana,Aethes williana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022
1738422,Aethes smeathmanniana,Aethes smeathmanniana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1738429,Aethes tesserana,Aethes tesserana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738433,Aethes dilucidana,Aethes dilucidana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738440,Aethes bilbaensis,Aethes bilbaensis,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022
1738463,Aethes beatricella,Aethes beatricella,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738501,Aethes kindermanniana Tr.,Aethes kindermanniana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,denmark_Dec2022 quebec_vermont
1738512,Aethes piercei,Aethes piercei,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022
1738514,Aethes hartmanniana,Aethes hartmanniana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738530,Aethes fennicana,Aethes fennicana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738541,Aethes margarotana,Aethes margarotana,ACCEPTED,EXACT,SPECIES,99,Aethes,Tortricidae,Lepidoptera,uksi_09May2022
1738678,Dichrorampha montanana,Dichrorampha montanana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022
1738687,Dichrorampha simpliciana,Dichrorampha simpliciana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738700,Dichrorampha petiverella,Dichrorampha petiverella,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738722,Dichrorampha alpinana,Dichrorampha alpinana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738732,Dichrorampha sylvicolana,Dichrorampha sylvicolana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738735,Dichrorampha senectana,Dichrorampha senectana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022
1738739,Dichrorampha flavidorsana,Dichrorampha flavidorsana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738758,Dichrorampha incognitana Kremky & Maszowski,Dichrorampha incognitana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,denmark_Dec2022
1738771,Dichrorampha obscuratana Wolff,Dichrorampha obscuratana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,denmark_Dec2022
1738777,Dichrorampha plumbana,Dichrorampha plumbana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738790,Dichrorampha sedatana,Dichrorampha sedatana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1738794,Dichrorampha vancouverana,Dichrorampha vancouverana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1738798,Dichrorampha consortana,Dichrorampha consortana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022
1738818,Dichrorampha plumbagana,Dichrorampha plumbagana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1738819,Dichrorampha agilana Tgstr.,Dichrorampha agilana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,denmark_Dec2022
1738829,Dichrorampha aeratana,Dichrorampha aeratana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1738839,Dichrorampha acuminatana,Dichrorampha acuminatana,ACCEPTED,EXACT,SPECIES,99,Dichrorampha,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1738883,Retinia resinella,Retinia resinella,ACCEPTED,EXACT,SPECIES,99,Retinia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739010,Rhopobota stagnana,Rhopobota stagnana,ACCEPTED,EXACT,SPECIES,99,Rhopobota,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739042,Rhopobota myrtillana,Rhopobota myrtillana,ACCEPTED,EXACT,SPECIES,99,Rhopobota,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739043,Rhopobota ustomaculana,Rhopobota ustomaculana,ACCEPTED,EXACT,SPECIES,99,Rhopobota,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739072,Cnephasia genitalana,Cnephasia genitalana,ACCEPTED,EXACT,SPECIES,98,Cnephasia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739077,Cnephasia communana,Cnephasia communana,ACCEPTED,EXACT,SPECIES,99,Cnephasia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739128,Cnephasia incertana,Cnephasia incertana,ACCEPTED,EXACT,SPECIES,99,Cnephasia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739256,Cnephasia conspersana,Cnephasia conspersana,ACCEPTED,EXACT,SPECIES,99,Cnephasia,Tortricidae,Lepidoptera,uksi_09May2022
1739272,Cnephasia stephensiana,Cnephasia stephensiana,ACCEPTED,EXACT,SPECIES,99,Cnephasia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1739284,Cnephasia asseclana,Cnephasia asseclana,ACCEPTED,EXACT,SPECIES,99,Cnephasia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1739290,Cnephasia longana,Cnephasia longana,ACCEPTED,EXACT,SPECIES,99,Cnephasia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739337,Rhyacionia pinicolana,Rhyacionia pinicolana,ACCEPTED,EXACT,SPECIES,99,Rhyacionia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739353,Rhyacionia duplana Hb.,Rhyacionia duplana,ACCEPTED,EXACT,SPECIES,99,Rhyacionia,Tortricidae,Lepidoptera,denmark_Dec2022
1739377,Rhyacionia pinivorana,Rhyacionia pinivorana,ACCEPTED,EXACT,SPECIES,99,Rhyacionia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739381,Rhyacionia buoliana,Rhyacionia buoliana,ACCEPTED,EXACT,SPECIES,99,Rhyacionia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022 quebec_vermont
1739391,Rhyacionia logaea,Rhyacionia logaea,ACCEPTED,EXACT,SPECIES,99,Rhyacionia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739438,Selania leplastriana,Selania leplastriana,ACCEPTED,EXACT,SPECIES,99,Selania,Tortricidae,Lepidoptera,uksi_09May2022
1739449,Cochylidia rupicola,Cochylidia rupicola,ACCEPTED,EXACT,SPECIES,99,Cochylidia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739451,Cochylidia subroseana,Cochylidia subroseana,ACCEPTED,EXACT,SPECIES,99,Cochylidia,Tortricidae,Lepidoptera,uksi_09May2022 quebec_vermont
1739461,Cochylidia implicitana,Cochylidia implicitana,ACCEPTED,EXACT,SPECIES,99,Cochylidia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739465,Cochylidia moguntiana R ssl.,Cochylidia moguntiana,ACCEPTED,EXACT,SPECIES,99,Cochylidia,Tortricidae,Lepidoptera,denmark_Dec2022
1739471,Cochylidia heydeniana,Cochylidia heydeniana,ACCEPTED,EXACT,SPECIES,99,Cochylidia,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739495,Selenodes karelica Tgstr.,Selenodes karelica,ACCEPTED,EXACT,SPECIES,99,Selenodes,Tortricidae,Lepidoptera,denmark_Dec2022
1739605,Sparganothis pilleriana,Sparganothis pilleriana,ACCEPTED,EXACT,SPECIES,99,Sparganothis,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
1739748,Acleris ferrugana,Acleris ferrugana,ACCEPTED,EXACT,SPECIES,99,Acleris,Tortricidae,Lepidoptera,uksi_09May2022 denmark_Dec2022
