accepted_taxon_key,order_name,family_name,genus_name,search_species_name,gbif_species_name,confidence,status,match_type,rank,source
1862401,Lepidoptera,Sphingidae,Daphnis,Daphnis nerii L.,Daphnis nerii,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1864161,Lepidoptera,Sphingidae,Proserpinus,Proserpinus proserpina Pall.,Proserpinus proserpina,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1862719,Lepidoptera,Sphingidae,Hyles,Hyles euphorbiae L.,Hyles euphorbiae,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1862837,Lepidoptera,Sphingidae,Hyles,Hyles gallii Rott.,Hyles gallii,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1862765,Lepidoptera,Sphingidae,Hyles,Hyles livornica Esp.,Hyles livornica,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1864377,Lepidoptera,Sphingidae,Deilephila,Deilephila elpenor L.,Deilephila elpenor,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1864358,Lepidoptera,Sphingidae,Deilephila,Deilephila porcellus L.,Deilephila porcellus,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1862293,Lepidoptera,Sphingidae,Hippotion,Hippotion celerio L.,Hippotion celerio,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5142870,Lepidoptera,Drepanidae,Thyatira,Thyatira batis L.,Thyatira batis,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952062,Lepidoptera,Drepanidae,Habrosyne,Habrosyne pyritoides Hufn.,Habrosyne pyritoides,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143048,Lepidoptera,Drepanidae,Tethea,Tethea ocularis L.,Tethea ocularis,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5142971,Lepidoptera,Drepanidae,Tethea,Tethea or D.& S.,Tethea or,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1951649,Lepidoptera,Drepanidae,Tetheella,Tetheella fluctuosa Hb.,Tetheella fluctuosa,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952532,Lepidoptera,Drepanidae,Ochropacha,Ochropacha duplaris L.,Ochropacha duplaris,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952130,Lepidoptera,Drepanidae,Cymatophorina,Cymatophorima diluta D.& S.,Cymatophorina diluta,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
1951713,Lepidoptera,Drepanidae,Polyploca,Polyploca ridens F.,Polyploca ridens,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952229,Lepidoptera,Drepanidae,Achlya,Achlya flavicornis L.,Achlya flavicornis,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952014,Lepidoptera,Drepanidae,Falcaria,Falcaria lacertinaria L.,Falcaria lacertinaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952806,Lepidoptera,Drepanidae,Watsonalla,Watsonalla binaria Hufn.,Watsonalla binaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952812,Lepidoptera,Drepanidae,Watsonalla,Watsonalla cultraria F.,Watsonalla cultraria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143147,Lepidoptera,Drepanidae,Drepana,Drepana curvatula Bkh.,Drepana curvatula,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5143129,Lepidoptera,Drepanidae,Drepana,Drepana falcataria L.,Drepana falcataria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1952449,Lepidoptera,Drepanidae,Sabra,Sabra harpagula Esp.,Sabra harpagula,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1951557,Lepidoptera,Drepanidae,Cilix,Cilix glaucata Scop.,Cilix glaucata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1975733,Lepidoptera,Geometridae,Archiearis,Archiearis parthenias L.,Archiearis parthenias,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
8329661,Lepidoptera,Geometridae,Archiearis,Archiearis notha Hb.,Archiearis notha,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1967873,Lepidoptera,Geometridae,Abraxas,Abraxas grossulariata L.,Abraxas grossulariata,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1967815,Lepidoptera,Geometridae,Abraxas,Calospilos sylvata Scop.,Abraxas sylvata,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
5149438,Lepidoptera,Geometridae,Lomaspilis,Lomaspilis marginata L.,Lomaspilis marginata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1962636,Lepidoptera,Geometridae,Ligdia,Ligdia adustata D.& S.,Ligdia adustata,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5149839,Lepidoptera,Geometridae,Stegania,Stegania trimaculata Vill.,Stegania trimaculata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4525068,Lepidoptera,Geometridae,Heliomata,Heliomata glarearia D.& S.,Heliomata glarearia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
11963536,Lepidoptera,Geometridae,Macaria,Macaria notata L.,Macaria notata,100,DOUBTFUL,EXACT,SPECIES,denmark_Dec2022
5880545,Lepidoptera,Geometridae,Macaria,Macaria alternata D.& S.,Macaria alternata,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5880563,Lepidoptera,Geometridae,Macaria,Macaria signaria Hb.,Macaria signaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5880533,Lepidoptera,Geometridae,Macaria,Macaria liturata Cl.,Macaria liturata,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5880552,Lepidoptera,Geometridae,Macaria,Macaria wauaria L.,Macaria wauaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5880512,Lepidoptera,Geometridae,Macaria,Macaria artesiaria D.& S.,Macaria artesiaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
8237343,Lepidoptera,Geometridae,Macaria,Macaria carbonaria Cl.,Macaria carbonaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
4525078,Lepidoptera,Geometridae,Chiasmia,Chiasmia clathrata L.,Chiasmia clathrata,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1958526,Lepidoptera,Geometridae,Narraga,Narraga fasciolaria Hufn.,Narraga fasciolaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
5880559,Lepidoptera,Geometridae,Macaria,Itame brunneata Thnbg.,Macaria brunneata,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
7657419,Lepidoptera,Geometridae,Macaria,Itame loricaria Ev.,Macaria loricaria,99,SYNONYM,EXACT,SPECIES,denmark_Dec2022
1967245,Lepidoptera,Geometridae,Cepphis,Cepphis advenaria Hb.,Cepphis advenaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1973467,Lepidoptera,Pterophoridae,Pterophorus,Petrophora chlorosata Scop.,Petrophora chlorosata,98,DOUBTFUL,EXACT,SPECIES,denmark_Dec2022
1959919,Lepidoptera,Geometridae,Plagodis,Plagodis pulveraria L.,Plagodis pulveraria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1959914,Lepidoptera,Geometridae,Plagodis,Plagodis dolabraria L.,Plagodis dolabraria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1966351,Lepidoptera,Geometridae,Pachycnemia,Pachycnemia hippocastanaria Hb.,Pachycnemia hippocastanaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1960617,Lepidoptera,Geometridae,Opisthograptis,Opisthograptis luteolata L.,Opisthograptis luteolata,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1975546,Lepidoptera,Geometridae,Epione,Epione repandaria Hufn.,Epione repandaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1975553,Lepidoptera,Geometridae,Epione,Epione vespertaria L.,Epione vespertaria,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1954563,Lepidoptera,Geometridae,Pseudopanthera,Pseudopanthera macularia L.,Pseudopanthera macularia,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1962860,Lepidoptera,Geometridae,Apeira,Apeira syringaria L.,Apeira syringaria,99,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1957854,Lepidoptera,Geometridae,Ennomos,Ennomos autumnaria Wernb.,Ennomos autumnaria,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
1957852,Lepidoptera,Geometridae,Ennomos,Ennomos quercinaria Hufn.,Ennomos quercinaria,98,ACCEPTED,EXACT,SPECIES,denmark_Dec2022
