accepted_taxon_key,order,family,genus,search_species,gbif_species,confidence,status,match_type,rank,source
1771945,Lepidoptera,Noctuidae,Lycaugesia,Lycaugesia epistigma,Lycaugesia epistigma,99,ACCEPTED,EXACT,SPECIES,panama-bci
1771944,Lepidoptera,Noctuidae,Lycaugesia,Lycaugesia rubribasis,Lycaugesia rubribasis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1771943,Lepidoptera,Noctuidae,Lycaugesia,Lycaugesia pseudura,Lycaugesia pseudura,99,ACCEPTED,EXACT,SPECIES,panama-bci
1825790,Lepidoptera,Notodontidae,Lusura,Lusura chera,Lusura chera,99,ACCEPTED,EXACT,SPECIES,panama-bci
1835142,Lepidoptera,Depressariidae,Filinota,Lupercalia ignita,Filinota ignita,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Luca livida,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
5115465,Lepidoptera,Erebidae,Loxophlebia,Loxophlebia imitata,Loxophlebia imitata,99,ACCEPTED,EXACT,SPECIES,panama-bci
5115465,Lepidoptera,Erebidae,Loxophlebia,Loxophlebia leucothema,Loxophlebia imitata,99,SYNONYM,EXACT,SPECIES,panama-bci
5115451,Lepidoptera,Erebidae,Loxophlebia,Loxophlebia omalesia,Loxophlebia omalesia,99,ACCEPTED,EXACT,SPECIES,panama-bci
5115445,Lepidoptera,Erebidae,Loxophlebia,Loxophlebia flavipicta,Loxophlebia flavipicta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817774,Lepidoptera,Erebidae,Lophocampa,Lophocampa modesta,Lophocampa modesta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817765,Lepidoptera,Erebidae,Lophocampa,Lophocampa amaxiaeformis,Lophocampa amaxiaeformis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817763,Lepidoptera,Erebidae,Lophocampa,Lophocampa citrina,Lophocampa citrina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817734,Lepidoptera,Erebidae,Lophocampa,Lophocampa annulosa,Lophocampa annulosa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817717,Lepidoptera,Erebidae,Lophocampa,Lophocampa maroniensis,Lophocampa maroniensis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817687,Lepidoptera,Erebidae,Lophocampa,Lophocampa catenulata,Lophocampa catenulata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867976,Lepidoptera,Saturniidae,Lonomia,Lonomia electra,Lonomia electra,99,ACCEPTED,EXACT,SPECIES,panama-bci
1990335,Lepidoptera,Geometridae,Lobocleta,Lobocleta ossularia,Lobocleta ossularia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1781850,Lepidoptera,Noctuidae,Lithacodia,Lithacodia merta,Lithacodia merta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1962349,Lepidoptera,Geometridae,Lissochlora,Lissochlora manostigma,Lissochlora manostigma,99,ACCEPTED,EXACT,SPECIES,panama-bci
1962296,Lepidoptera,Geometridae,Lissochlora,Lissochlora albociliaria,Lissochlora albociliaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1825033,Lepidoptera,Notodontidae,Lirimiris,Lirimiris lignitecta,Lirimiris lignitecta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1825023,Lepidoptera,Notodontidae,Lirimiris,Lirimiris auriflua,Lirimiris auriflua,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Lipocosma consortalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Lipocosma teliferalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1886477,Lepidoptera,Crambidae,Lipocosma,Lipocosma parcipunctalis,Lipocosma parcipunctalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1886476,Lepidoptera,Crambidae,Lipocosma,Lipocosma punctissimalis,Lipocosma punctissimalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1879163,Lepidoptera,Crambidae,Liopasia,Liopasia simplicissimalis,Liopasia simplicissimalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
9059564,Lepidoptera,Crambidae,Lineodes,Lineodes fontella,Lineodes fontella,99,ACCEPTED,EXACT,SPECIES,panama-bci
1892432,Lepidoptera,Crambidae,Lineodes,Lineodes mesodonta,Lineodes mesodonta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1892430,Lepidoptera,Crambidae,Lineodes,Lineodes monetalis,Lineodes monetalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1892420,Lepidoptera,Crambidae,Lineodes,Lineodes vulnifica,Lineodes vulnifica,99,ACCEPTED,EXACT,SPECIES,panama-bci
1990649,Lepidoptera,Geometridae,Leucula,Leucula festiva,Leucula festiva,99,ACCEPTED,EXACT,SPECIES,panama-bci
1788042,Lepidoptera,Noctuidae,Leucosigma,Leucosigma reletiva,Leucosigma reletiva,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817526,Lepidoptera,Erebidae,Leucopleura,Leucopleura ciarana,Leucopleura ciarana,99,ACCEPTED,EXACT,SPECIES,panama-bci
1892316,Lepidoptera,Crambidae,Leucochroma,Leucochroma euphthinylla,Leucochroma peruvensis,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Leucochroma columbiensis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1892311,Lepidoptera,Crambidae,Leucochroma,Leucochroma corope,Leucochroma corope,99,ACCEPTED,EXACT,SPECIES,panama-bci
1892316,Lepidoptera,Crambidae,Leucochroma,Leucochroma eupharamacis,Leucochroma peruvensis,99,SYNONYM,EXACT,SPECIES,panama-bci
1978464,Lepidoptera,Geometridae,Leuciris,Leuciris fimbriaria,Leuciris fimbriaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1881079,Lepidoptera,Crambidae,Neoleucinodes,Leucinodes elegantalis,Neoleucinodes elegantalis,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Leucinodes imperialis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1810060,Lepidoptera,Erebidae,Leucanopsis,Leucanopsis angulata,Leucanopsis angulata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1810035,Lepidoptera,Erebidae,Leucanopsis,Leucanopsis strigulosa,Leucanopsis strigulosa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1809981,Lepidoptera,Erebidae,Leucanopsis,Leucanopsis luridioides,Leucanopsis luridioides,99,ACCEPTED,EXACT,SPECIES,panama-bci
1809979,Lepidoptera,Erebidae,Leucanopsis,Leucanopsis tabernilla,Leucanopsis tabernilla,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Leucania seteci,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1788381,Lepidoptera,Erebidae,Letis,Letis scops,Letis scops,99,ACCEPTED,EXACT,SPECIES,panama-bci
1788370,Lepidoptera,Erebidae,Letis,Letis iphianasse,Letis iphianasse,99,ACCEPTED,EXACT,SPECIES,panama-bci
1788344,Lepidoptera,Erebidae,Letis,Letis buteo,Letis buteo,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Leptostales ignifera,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
11771270,Lepidoptera,Geometridae,Leptostales,Leptostales delila,Leptostales delila,99,ACCEPTED,EXACT,SPECIES,panama-bci
11740492,Lepidoptera,Geometridae,Leptostales,Leptostales angulata,Leptostales angulata,99,ACCEPTED,EXACT,SPECIES,panama-bci
11712902,Lepidoptera,Geometridae,Leptostales,Leptostales catagompha,Leptostales catagompha,99,ACCEPTED,EXACT,SPECIES,panama-bci
11699106,Lepidoptera,Geometridae,Leptostales,Leptostales pulida,Leptostales pulida,99,ACCEPTED,EXACT,SPECIES,panama-bci
11610099,Lepidoptera,Geometridae,Leptostales,Leptostales concoloraria,Leptostales concoloraria,99,ACCEPTED,EXACT,SPECIES,panama-bci
11601589,Lepidoptera,Geometridae,Leptostales,Leptostales rivularia,Leptostales rivularia,99,ACCEPTED,EXACT,SPECIES,panama-bci
11429797,Lepidoptera,Geometridae,Leptostales,Leptostales ptyctographa,Leptostales ptyctographa,99,ACCEPTED,EXACT,SPECIES,panama-bci
9396310,Lepidoptera,Geometridae,Leptostales,Leptostales subrubella,Leptostales subrubella,99,ACCEPTED,EXACT,SPECIES,panama-bci
11725616,Lepidoptera,Erebidae,Lepidoneiva,Lepidoneiva teuthras,Lepidoneiva teuthras,99,ACCEPTED,EXACT,SPECIES,panama-bci
11494405,Lepidoptera,Erebidae,Lepidoneiva,Lepidoneiva caecum,Lepidoneiva caecum,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Lepidomys platybathyralis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1877647,Lepidoptera,Pyralidae,Lepidomys,Lepidomys viridans,Lepidomys viridans,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877646,Lepidoptera,Pyralidae,Lepidomys,Lepidomys bilinealis,Lepidomys bilinealis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1875100,Lepidoptera,Pyralidae,Lepidogma,Lepidogma violescens,Lepidogma violescens,99,ACCEPTED,EXACT,SPECIES,panama-bci
8007854,Lepidoptera,Erebidae,Lephana,Lephana muffula,Lephana muffula,99,ACCEPTED,EXACT,SPECIES,panama-bci
12083050,Lepidoptera,Notodontidae,Lemairegisa,Lepasta lanassa,Lepasta lanassa,98,DOUBTFUL,EXACT,SPECIES,panama-bci
10730710,Lepidoptera,Notodontidae,Lemairegisa,Lepasta maltha,Lepasta maltha,98,DOUBTFUL,EXACT,SPECIES,panama-bci
10717571,Lepidoptera,Notodontidae,Lemairegisa,Lepasta mixta,Lepasta mixta,98,DOUBTFUL,EXACT,SPECIES,panama-bci
9624061,Lepidoptera,Notodontidae,Lemairegisa,Lepasta bractea,Lepasta bractea,98,DOUBTFUL,EXACT,SPECIES,panama-bci
1761834,Lepidoptera,Erebidae,Lascoria,Lascoria cristata,Lascoria cristata,99,ACCEPTED,EXACT,SPECIES,panama-bci
5101527,Lepidoptera,Cossidae,Langsdorfia,Langsdorfia franckii,Langsdorfia franckii,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Langsdorfia lunifera,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1816605,Lepidoptera,Erebidae,Lampruna,Lampruna rosea,Lampruna rosea,99,ACCEPTED,EXACT,SPECIES,panama-bci
1891863,Lepidoptera,Crambidae,Lamprosema,Lamprosema pelealis,Lamprosema pelealis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1891755,Lepidoptera,Crambidae,Lamprosema,Lamprosema victoriae,Lamprosema victoriae,99,ACCEPTED,EXACT,SPECIES,panama-bci
1764242,Lepidoptera,Noctuidae,Lambana,Lambana palliola,Lambana palliola,99,ACCEPTED,EXACT,SPECIES,panama-bci
11488255,Lepidoptera,Erebidae,Laguerrellus,Laguerrellus banoca,Laguerrellus banoca,99,ACCEPTED,EXACT,SPECIES,panama-bci
11775704,Lepidoptera,Erebidae,Laguerreius,Laguerreius pseudarchias,Laguerreius pseudarchias,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Kurtia cymantis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1824579,Lepidoptera,Notodontidae,Kalkoma,Kalkoma muscosula,Kalkoma muscosula,99,ACCEPTED,EXACT,SPECIES,panama-bci
1823415,Lepidoptera,Notodontidae,Josia,Josia draconis,Josia draconis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1823392,Lepidoptera,Notodontidae,Josia,Josia ligula,Josia ligula,99,ACCEPTED,EXACT,SPECIES,panama-bci
1942027,Lepidoptera,Brachodidae,Sagalassa,Jonaca olivacea,Sagalassa valida,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Jocara subcurvalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1790943,Lepidoptera,Erebidae,Isogona,Isogona natatrix,Isogona natatrix,99,ACCEPTED,EXACT,SPECIES,panama-bci
1975642,Lepidoptera,Geometridae,Isochromodes,Isochromodes carbina,Isochromodes carbina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1978162,Lepidoptera,Geometridae,Ischnopteris,Ischnopteris bifinita,Ischnopteris bifinita,99,ACCEPTED,EXACT,SPECIES,panama-bci
1978126,Lepidoptera,Geometridae,Ischnopteris,Ischnopteris rostellaria,Ischnopteris rostellaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
8091428,Lepidoptera,Nolidae,Iscadia,Iscadia purpurascens,Iscadia purpurascens,99,ACCEPTED,EXACT,SPECIES,panama-bci
7417236,Lepidoptera,Nolidae,Iscadia,Iscadia furcifera,Iscadia furcifera,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811192,Lepidoptera,Erebidae,Isanthrene,Isanthrene crabroniformis,Isanthrene crabroniformis,99,ACCEPTED,EXACT,SPECIES,panama-bci
5148593,Lepidoptera,Geometridae,Iridopsis,Iridopsis validaria,Iridopsis validaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
5148568,Lepidoptera,Geometridae,Iridopsis,Iridopsis pandrosos,Iridopsis pandrosos,99,ACCEPTED,EXACT,SPECIES,panama-bci
5148552,Lepidoptera,Geometridae,Iridopsis,Iridopsis vicaria,Iridopsis vicaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
5101532,Lepidoptera,Cossidae,Langsdorfia,Inguromorpha polybia,Langsdorfia polybia,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Inga marcella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1873398,Lepidoptera,Pyralidae,Incarcha,Incarcha aporalis,Incarcha argentilinea,99,SYNONYM,EXACT,SPECIES,panama-bci
1873407,Lepidoptera,Pyralidae,Illatila,Illatila gurbyris,Illatila gurbyris,99,ACCEPTED,EXACT,SPECIES,panama-bci
10681675,Lepidoptera,Geometridae,Ilexia,Ilexia picturata,Ilexia picturata,99,ACCEPTED,EXACT,SPECIES,panama-bci
10732467,Lepidoptera,Erebidae,Idalus,Idalus lucaii,Idalus lucaii,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814661,Lepidoptera,Erebidae,Idalus,Idalus aletis,Idalus aleteria,99,SYNONYM,EXACT,SPECIES,panama-bci
1814713,Lepidoptera,Erebidae,Idalus,Idalus vitrea,Idalus vitrea,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814692,Lepidoptera,Erebidae,Idalus,Idalus critheis,Idalus critheis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814684,Lepidoptera,Erebidae,Idalus,Idalus occidentalis,Idalus occidentalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814670,Lepidoptera,Erebidae,Idalus,Idalus lineosus,Idalus lineosus,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814669,Lepidoptera,Erebidae,Idalus,Idalus dares,Idalus dares,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814661,Lepidoptera,Erebidae,Idalus,Idalus aleteria,Idalus aleteria,99,ACCEPTED,EXACT,SPECIES,panama-bci
11842485,Lepidoptera,Geometridae,Idaea,Idaea balmata,Idaea balmata,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147565,Lepidoptera,Geometridae,Idaea,Idaea finita,Idaea finita,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147531,Lepidoptera,Geometridae,Idaea,Idaea zoalma,Idaea zoalma,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147480,Lepidoptera,Geometridae,Idaea,Idaea sincerio,Idaea sincerio,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147469,Lepidoptera,Geometridae,Idaea,Idaea cedrica,Idaea cedrica,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147468,Lepidoptera,Geometridae,Idaea,Idaea flavicosta,Idaea flavicosta,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147431,Lepidoptera,Geometridae,Idaea,Idaea lanceolescens,Idaea lanceolescens,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147298,Lepidoptera,Geometridae,Idaea,Idaea adipata,Idaea adipata,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147242,Lepidoptera,Geometridae,Idaea,Idaea triangulata,Idaea triangulata,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147183,Lepidoptera,Geometridae,Idaea,Idaea clothula,Idaea clothula,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147162,Lepidoptera,Geometridae,Idaea,Idaea onca,Idaea onca,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147064,Lepidoptera,Geometridae,Idaea,Idaea conifer,Idaea conifer,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147054,Lepidoptera,Geometridae,Idaea,Idaea subcrinita,Idaea subcrinita,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147052,Lepidoptera,Geometridae,Idaea,Idaea gemma,Idaea gemma,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147031,Lepidoptera,Geometridae,Idaea,Idaea subfervens,Idaea subfervens,99,ACCEPTED,EXACT,SPECIES,panama-bci
5147014,Lepidoptera,Geometridae,Idaea,Idaea quadrirubrata,Idaea quadrirubrata,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146990,Lepidoptera,Geometridae,Idaea,Idaea rectifaciens,Idaea rectifaciens,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146983,Lepidoptera,Geometridae,Idaea,Idaea gospera,Idaea gospera,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146840,Lepidoptera,Geometridae,Idaea,Idaea umbrimargo,Idaea umbrimargo,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146792,Lepidoptera,Geometridae,Idaea,Idaea helleria,Idaea helleria,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146739,Lepidoptera,Geometridae,Idaea,Idaea vagula,Idaea vagula,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146727,Lepidoptera,Geometridae,Idaea,Idaea rosinaria,Idaea rosinaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146688,Lepidoptera,Geometridae,Idaea,Idaea paulesca,Idaea paulesca,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146682,Lepidoptera,Geometridae,Idaea,Idaea falcifera,Idaea falcifera,99,ACCEPTED,EXACT,SPECIES,panama-bci
5146661,Lepidoptera,Geometridae,Idaea,Idaea horrifica,Idaea horrifica,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Ianassa violascens,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Hypsipyla muriscis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Hypolamprus arcuatus,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1805406,Lepidoptera,Erebidae,Hypocrita,Hypocrita aletta,Hypocrita aletta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1805396,Lepidoptera,Erebidae,Hypocrita,Hypocrita arcaei,Hypocrita arcaei,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877608,Lepidoptera,Pyralidae,Hypocosmia,Hypocosmia rectilinealis,Hypocosmia rectilinealis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877601,Lepidoptera,Pyralidae,Hypocosmia,Hypocosmia bimaculalis,Hypocosmia bimaculalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1817982,Lepidoptera,Erebidae,Hypocladia,Hypocladia restricta,Hypocladia restricta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1818252,Lepidoptera,Erebidae,Hyperphara,Hypocharis clusia,Hyperphara clusia,99,SYNONYM,EXACT,SPECIES,panama-bci
1871050,Lepidoptera,Pyralidae,Hyperparachma,Hyperparachma rhodalis,Hyperparachma rhodalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811106,Lepidoptera,Erebidae,Hypercompe,Hypercompe laeta,Hypercompe laeta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811075,Lepidoptera,Erebidae,Hypercompe,Hypercompe muzina,Hypercompe muzina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811069,Lepidoptera,Erebidae,Hypercompe,Hypercompe perplexa,Hypercompe perplexa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811041,Lepidoptera,Erebidae,Hypercompe,Hypercompe magdalenae,Hypercompe magdalenae,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811036,Lepidoptera,Erebidae,Hypercompe,Hypercompe ecpantherioides,Hypercompe ecpantherioides,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811011,Lepidoptera,Erebidae,Hypercompe,Hypercompe orsa,Hypercompe orsa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1810981,Lepidoptera,Erebidae,Hypercompe,Hypercompe trinitatis,Hypercompe trinitatis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1865709,Lepidoptera,Saturniidae,Hyperchiria,Hyperchiria nausica,Hyperchiria nausica,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Hypercallia syntoma,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Hyperandra excavata,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Hypenodes crambiformis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1807324,Lepidoptera,Erebidae,Hypareva,Hypareva pogonoda,Hypareva pogonoda,99,ACCEPTED,EXACT,SPECIES,panama-bci
1975872,Lepidoptera,Geometridae,Hymenomima,Hymenomima memor,Hymenomima memor,99,ACCEPTED,EXACT,SPECIES,panama-bci
1975867,Lepidoptera,Geometridae,Hymenomima,Hymenomima seriata,Hymenomima seriata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1975859,Lepidoptera,Geometridae,Hymenomima,Hymenomima camerata,Hymenomima camerata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1975855,Lepidoptera,Geometridae,Hymenomima,Hymenomima umbelularia,Hymenomima umbelularia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1886251,Lepidoptera,Crambidae,Spoladea,Hymenia fascialis,Spoladea recurvalis,99,SYNONYM,EXACT,SPECIES,panama-bci
1886374,Lepidoptera,Crambidae,Hymenia,Hymenia perspectalis,Hymenia perspectalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
10797638,Lepidoptera,Saturniidae,Hylesia,Hylesia praedpichinchensis,Hylesia praedpichinchensis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867192,Lepidoptera,Saturniidae,Hylesia,Hylesia umbrata,Hylesia umbrata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867179,Lepidoptera,Saturniidae,Hylesia,Hylesia rufipes,Hylesia rufipes,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867147,Lepidoptera,Saturniidae,Hylesia,Hylesia dalina,Hylesia dalina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867106,Lepidoptera,Saturniidae,Hylesia,Hylesia aeneides,Hylesia aeneides,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867147,Lepidoptera,Saturniidae,Hylesia,Hylesia schausi,Hylesia dalina,99,SYNONYM,EXACT,SPECIES,panama-bci
1867091,Lepidoptera,Saturniidae,Hylesia,Hylesia praeda,Hylesia praeda,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867073,Lepidoptera,Saturniidae,Hylesia,Hylesia continua,Hylesia continua,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867051,Lepidoptera,Saturniidae,Hylesia,Hylesia annulata,Hylesia annulata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1768914,Lepidoptera,Erebidae,Hyamia,Hyamia palpitatalis,Hyamia palpitatalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1804241,Lepidoptera,Erebidae,Hyalurga,Hyalurga leucophlebia,Hyalurga leucophlebia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1804196,Lepidoptera,Erebidae,Hyalurga,Hyalurga soroides,Hyalurga sora,99,SYNONYM,EXACT,SPECIES,panama-bci
1804225,Lepidoptera,Erebidae,Hyalurga,Hyalurga subnormalis,Hyalurga subnormalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1804196,Lepidoptera,Erebidae,Hyalurga,Hyalurga sora,Hyalurga sora,99,ACCEPTED,EXACT,SPECIES,panama-bci
1804194,Lepidoptera,Erebidae,Hyalurga,Hyalurga urioides,Hyalurga urioides,99,ACCEPTED,EXACT,SPECIES,panama-bci
1804186,Lepidoptera,Erebidae,Hyalurga,Hyalurga fenestra,Hyalurga fenestra,99,ACCEPTED,EXACT,SPECIES,panama-bci
1810825,Lepidoptera,Erebidae,Hyaleucerea,Hyaleucerea fusiformis,Hyaleucerea fusiformis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1882393,Lepidoptera,Crambidae,Hoterodes,Hoterodes ausonia,Hoterodes ausonia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1888421,Lepidoptera,Crambidae,Hositea,Hositea bicincta,Hositea bicincta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1782492,Lepidoptera,Noctuidae,Hopothia,Hopothia histigma,Hopothia histigma,99,ACCEPTED,EXACT,SPECIES,panama-bci
1790507,Lepidoptera,Noctuidae,Hoplotarache,Hoplotarache viridifera,Hoplotarache viridifera,99,ACCEPTED,EXACT,SPECIES,panama-bci
1885245,Lepidoptera,Crambidae,Homophysodes,Homophysodes morbidalis,Homophysodes morbidalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1746958,Lepidoptera,Tortricidae,Tinacrucis,Homona aquila,Tinacrucis aquila,99,SYNONYM,EXACT,SPECIES,panama-bci
1746958,Lepidoptera,Tortricidae,Tinacrucis,Homona consobrina,Tinacrucis aquila,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Homoeosoma mucidella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Homoeosoma musiosum,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Homoeopteryx moronensis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
9587319,Lepidoptera,Saturniidae,Neohomoeopteryx,Homoeopteryx malecena,Neohomoeopteryx malecena,99,SYNONYM,EXACT,SPECIES,panama-bci
5117678,Lepidoptera,Erebidae,Homoeocera,Homoeocera stictosoma,Homoeocera stictosoma,99,ACCEPTED,EXACT,SPECIES,panama-bci
1879433,Lepidoptera,Crambidae,Hileithia,Hileithia decostalis,Hileithia decostalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1748056,Lepidoptera,Tortricidae,Hilarographa,Hilarographa plectanodes,Hilarographa plectanodes,99,ACCEPTED,EXACT,SPECIES,panama-bci
10027568,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma salbialis,Herpetogramma salbialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1882960,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma phaeopteralis,Herpetogramma phaeopteralis,99,ACCEPTED,EXACT,SPECIES,panama-bci
10535622,Lepidoptera,Erebidae,Scolecocampa,Herminodes valida,Herminodes valida,98,DOUBTFUL,EXACT,SPECIES,panama-bci
