accepted_taxon_key,order,family,genus,search_species,gbif_species,confidence,status,match_type,rank,source
1874705,Lepidoptera,Pyralidae,Ancylosis,Ancylosis benderella,Ancylosis roscidella,99,SYNONYM,EXACT,SPECIES,panama-bci
1874656,Lepidoptera,Pyralidae,Ancylosis,Ancylosis rhythmatica,Ancylosis rhythmatica,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992746,Lepidoptera,Thyrididae,Zeuzerodes,Zeuzerodes caenosa,Zeuzerodes castanea,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Zeuzerodes umbrata,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1992748,Lepidoptera,Thyrididae,Zeuzerodes,Zeuzerodes fasciata,Zeuzerodes fasciata,99,ACCEPTED,EXACT,SPECIES,panama-bci
5120040,Lepidoptera,Depressariidae,Zetesima,Zetesima portentosa,Zetesima portentosa,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Zellerina pterophoralis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1941896,Lepidoptera,Castniidae,Zegara,Zegara zagraea,Zegara zagraea,99,ACCEPTED,EXACT,SPECIES,panama-bci
1952948,Lepidoptera,Mimallonidae,Zaphanta,Zaphanta fraterna,Zaphanta infantilis,99,SYNONYM,EXACT,SPECIES,panama-bci
1952948,Lepidoptera,Mimallonidae,Zaphanta,Zaphanta infantilis,Zaphanta infantilis,99,ACCEPTED,EXACT,SPECIES,panama-bci
5125141,Lepidoptera,Apatelodidae,Zanola,Zanola verago,Zanola verago,99,ACCEPTED,EXACT,SPECIES,panama-bci
1978360,Lepidoptera,Geometridae,Zanclopteryx,Zanclopteryx subsimilis,Zanclopteryx subsimilis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1978357,Lepidoptera,Geometridae,Zanclopteryx,Zanclopteryx uniferata,Zanclopteryx uniferata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1871878,Lepidoptera,Pyralidae,Zamanna,Zamanna dimorphalis,Zamanna dimorphalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1871367,Lepidoptera,Pyralidae,Zamagiria,Zamagiria dixolophella,Zamagiria dixolophella,99,ACCEPTED,EXACT,SPECIES,panama-bci
5112996,Lepidoptera,Erebidae,Zale,Zale excellens,Zale excellens,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862218,Lepidoptera,Sphingidae,Xylophanes,Xylophanes turbata,Xylophanes turbata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862215,Lepidoptera,Sphingidae,Xylophanes,Xylophanes cyrene,Xylophanes cyrene,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862207,Lepidoptera,Sphingidae,Xylophanes,Xylophanes tyndarus,Xylophanes tyndarus,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862198,Lepidoptera,Sphingidae,Xylophanes,Xylophanes tersa,Xylophanes tersa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862187,Lepidoptera,Sphingidae,Xylophanes,Xylophanes libya,Xylophanes libya,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862181,Lepidoptera,Sphingidae,Xylophanes,Xylophanes pluto,Xylophanes pluto,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862123,Lepidoptera,Sphingidae,Xylophanes,Xylophanes chiron,Xylophanes chiron,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862117,Lepidoptera,Sphingidae,Xylophanes,Xylophanes pistacina,Xylophanes pistacina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1862094,Lepidoptera,Sphingidae,Xylophanes,Xylophanes titana,Xylophanes titana,99,ACCEPTED,EXACT,SPECIES,panama-bci
11859654,Lepidoptera,Notodontidae,Xylodonta,Xylodonta xylinata,Xylodonta xylinata,99,ACCEPTED,EXACT,SPECIES,panama-bci
10613138,Lepidoptera,Notodontidae,Xylodonta,Xylodonta guarana,Xylodonta guarana,99,ACCEPTED,EXACT,SPECIES,panama-bci
9920709,Lepidoptera,Notodontidae,Xylodonta,Xylodonta terrena,Xylodonta terrena,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877059,Lepidoptera,Pyralidae,Xantippe,Xantippe suavis,Xantippe suavis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877058,Lepidoptera,Pyralidae,Xantippe,Xantippe gertria,Xantippe gertria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877057,Lepidoptera,Pyralidae,Xantippe,Xantippe erna,Xantippe erna,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877045,Lepidoptera,Pyralidae,Xantippe,Xantippe trudie,Xantippe trudie,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877042,Lepidoptera,Pyralidae,Xantippe,Xantippe tresca,Xantippe tresca,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877041,Lepidoptera,Pyralidae,Xantippe,Xantippe olivalis,Xantippe olivalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
10889658,Lepidoptera,Erebidae,Xanthyda,Xanthyda saron,Xanthyda saron,99,ACCEPTED,EXACT,SPECIES,panama-bci
9614908,Lepidoptera,Erebidae,Xanthyda,Xanthyda drucei,Xanthyda drucei,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116169,Lepidoptera,Erebidae,Cosmosoma,Xanthyda chalcosticta,Cosmosoma metallescens,99,SYNONYM,EXACT,SPECIES,panama-bci
1777727,Lepidoptera,Noctuidae,Xanthopastis,Xanthopastis molinoi,Xanthopastis timais,99,SYNONYM,EXACT,SPECIES,panama-bci
1809089,Lepidoptera,Erebidae,Watsonidia,Watsonidia porioni,Watsonidia porioni,99,ACCEPTED,EXACT,SPECIES,panama-bci
1846125,Lepidoptera,Momphidae,Mompha,Walshia albicornella,Mompha albicornella,99,SYNONYM,EXACT,SPECIES,panama-bci
1807991,Lepidoptera,Erebidae,Viviennea,Viviennea tegyra,Viviennea tegyra,99,ACCEPTED,EXACT,SPECIES,panama-bci
1807988,Lepidoptera,Erebidae,Viviennea,Viviennea salma,Viviennea salma,99,ACCEPTED,EXACT,SPECIES,panama-bci
1875624,Lepidoptera,Pyralidae,Vitula,Vitula rusto,Vitula homoeosomella,99,SYNONYM,EXACT,SPECIES,panama-bci
1875624,Lepidoptera,Pyralidae,Vitula,Vitula bodkini,Vitula homoeosomella,99,SYNONYM,EXACT,SPECIES,panama-bci
1875624,Lepidoptera,Pyralidae,Vitula,Vitula taboga,Vitula homoeosomella,99,SYNONYM,EXACT,SPECIES,panama-bci
1806861,Lepidoptera,Erebidae,Virbia,Virbia thersites,Virbia thersites,99,ACCEPTED,EXACT,SPECIES,panama-bci
1806855,Lepidoptera,Erebidae,Virbia,Virbia rosenbergi,Virbia rosenbergi,99,ACCEPTED,EXACT,SPECIES,panama-bci
1806848,Lepidoptera,Erebidae,Virbia,Virbia orola,Virbia orola,99,ACCEPTED,EXACT,SPECIES,panama-bci
1806846,Lepidoptera,Erebidae,Virbia,Virbia underwoodi,Virbia underwoodi,99,ACCEPTED,EXACT,SPECIES,panama-bci
1806833,Lepidoptera,Erebidae,Virbia,Virbia mentiens,Virbia mentiens,99,ACCEPTED,EXACT,SPECIES,panama-bci
1806826,Lepidoptera,Erebidae,Virbia,Virbia fluminea,Virbia fluminea,99,ACCEPTED,EXACT,SPECIES,panama-bci
1784725,Lepidoptera,Noctuidae,Via,Via vindicia,Via vindicia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1875884,Lepidoptera,Pyralidae,Varneria,Varneria nannodes,Varneria nannodes,99,ACCEPTED,EXACT,SPECIES,panama-bci
11646000,Lepidoptera,Erebidae,Valvaminor,Valvaminor davisi,Valvaminor davisi,99,ACCEPTED,EXACT,SPECIES,panama-bci
1829908,Lepidoptera,Glyphipterigidae,Glyphipterix,Ussara eumitrella,Glyphipterix eumitrella,99,SYNONYM,EXACT,SPECIES,panama-bci
1829637,Lepidoptera,Glyphipterigidae,Ussara,Ussara eurythmiella,Ussara eurythmiella,99,ACCEPTED,EXACT,SPECIES,panama-bci
1883959,Lepidoptera,Crambidae,Usingeriessa,Usingeriessa onyxalis,Usingeriessa onyxalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Urola fimbrialis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1969638,Lepidoptera,Geometridae,Urepione,Urepione quadrilineata,Urepione quadrilineata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1805717,Lepidoptera,Erebidae,Uranophora,Uranophora walkeri,Uranophora walkeri,99,ACCEPTED,EXACT,SPECIES,panama-bci
1805691,Lepidoptera,Erebidae,Uranophora,Uranophora leucotelus,Uranophora leucotela,97,ACCEPTED,FUZZY,SPECIES,panama-bci
1805689,Lepidoptera,Erebidae,Uranophora,Uranophora albiplaga,Uranophora albiplaga,99,ACCEPTED,EXACT,SPECIES,panama-bci
5143232,Lepidoptera,Uraniidae,Urania,Urania fulgens,Urania fulgens,99,ACCEPTED,EXACT,SPECIES,panama-bci
1842223,Lepidoptera,Cosmopterigidae,Urangela,Urangela pygmaea,Urangela pygmaea,99,ACCEPTED,EXACT,SPECIES,panama-bci
1861479,Lepidoptera,Sphingidae,Unzela,Unzela japix,Unzela japix,99,ACCEPTED,EXACT,SPECIES,panama-bci
1870070,Lepidoptera,Pyralidae,Unadilla,Unadilla dorae,Unadilla erronella,99,SYNONYM,EXACT,SPECIES,panama-bci
1870070,Lepidoptera,Pyralidae,Unadilla,Unadilla pyllis,Unadilla erronella,99,SYNONYM,EXACT,SPECIES,panama-bci
1872504,Lepidoptera,Pyralidae,Uliosoma,Uliosoma rhodoesis,Uliosoma rhodoesis,99,ACCEPTED,EXACT,SPECIES,panama-bci
10403887,Lepidoptera,Mimallonidae,Ulaluma,Ulaluma valva,Ulaluma valva,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Ubida cretaceipars,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Ubida monodisa,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Ubida neogynacella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Ubida thyonella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1790786,Lepidoptera,Erebidae,Tyrissa,Tyrissa perstrigata,Tyrissa perstrigata,99,ACCEPTED,EXACT,SPECIES,panama-bci
11903914,Lepidoptera,Erebidae,Tympanobasis,Tympanobasis pterogoneis,Tympanobasis pterogoneis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1976368,Lepidoptera,Geometridae,Trygodes,Trygodes solaniferata,Trygodes solaniferata,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Truncaptera truncata,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
10373021,Lepidoptera,Notodontidae,Truncaptera,Truncaptera guatemalensis,Truncaptera guatemalensis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1964935,Lepidoptera,Geometridae,Trotopera,Trotopera olivifera,Trotopera olivifera,99,ACCEPTED,EXACT,SPECIES,panama-bci
1964934,Lepidoptera,Geometridae,Trotopera,Trotopera arrhapa,Trotopera arrhapa,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Trosia ribbei,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1751512,Lepidoptera,Megalopygidae,Trosia,Trosia fallax,Trosia fallax,99,ACCEPTED,EXACT,SPECIES,panama-bci
1751497,Lepidoptera,Megalopygidae,Trosia,Trosia punctigera,Trosia semirufa,99,SYNONYM,EXACT,SPECIES,panama-bci
1751492,Lepidoptera,Megalopygidae,Trosia,Trosia dimas,Trosia dimas,99,ACCEPTED,EXACT,SPECIES,panama-bci
1751512,Lepidoptera,Megalopygidae,Trosia,Trosia pulla,Trosia fallax,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Trithyris apicolor,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1880768,Lepidoptera,Crambidae,Trithyris,Trithyris scyllalis,Trithyris scyllalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1880765,Lepidoptera,Crambidae,Trithyris,Trithyris pretiosalis,Trithyris pretiosalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1880761,Lepidoptera,Crambidae,Trithyris,Trithyris sunialis,Trithyris sunialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1883056,Lepidoptera,Crambidae,Trischistognatha,Trischistognatha palindialis,Trischistognatha palindialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1883054,Lepidoptera,Crambidae,Trischistognatha,Trischistognatha pyrenealis,Trischistognatha pyrenealis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tripudia icria,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tripudia orthodoxica,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tripudia paidica,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tripudia paistion,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tripudia tortricopsis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1730680,Lepidoptera,Cossidae,Trigena,Trigena crassa,Trigena crassa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1815947,Lepidoptera,Erebidae,Tricypha,Tricypha imperialis,Tricypha imperialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tricolpia semissaria,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1846242,Lepidoptera,Momphidae,Triclonella,Triclonella sequella,Triclonella sequella,99,ACCEPTED,EXACT,SPECIES,panama-bci
1807572,Lepidoptera,Erebidae,Trichura,Trichura druryi,Trichura druryi,99,ACCEPTED,EXACT,SPECIES,panama-bci
1807558,Lepidoptera,Erebidae,Trichura,Trichura latifascia,Trichura latifascia,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Trichromia metaleuca,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
10165805,Lepidoptera,Erebidae,Trichromia,Trichromia cotes,Trichromia cotes,99,ACCEPTED,EXACT,SPECIES,panama-bci
1879052,Lepidoptera,Crambidae,Trichaea,Trichaea pilicornis,Trichaea pilicornis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1963259,Lepidoptera,Geometridae,Tricentrogyna,Tricentrogyna colligata,Tricentrogyna colligata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1963253,Lepidoptera,Geometridae,Tricentrogyna,Tricentrogyna violescens,Tricentrogyna violescens,99,ACCEPTED,EXACT,SPECIES,panama-bci
1963370,Lepidoptera,Geometridae,Tricentra,Tricentra gavisata,Tricentra gavisata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1963352,Lepidoptera,Geometridae,Tricentra,Tricentra euriopis,Tricentra euriopis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1963345,Lepidoptera,Geometridae,Tricentra,Tricentra quadrigata,Tricentra quadrigata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1788696,Lepidoptera,Erebidae,Trachysmatis,Trachysmatis ignobilis,Trachysmatis ignobilis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1827754,Lepidoptera,Notodontidae,Farigia,Toulgoetigia pallida,Farigia pallida,99,SYNONYM,EXACT,SPECIES,panama-bci
1872514,Lepidoptera,Pyralidae,Tosale,Tosale oviplagalis,Tosale oviplagalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1860436,Lepidoptera,Choreutidae,Tortyra,Tortyra ferratella,Tortyra ferratella,99,ACCEPTED,EXACT,SPECIES,panama-bci
1860434,Lepidoptera,Choreutidae,Tortyra,Tortyra cuprinella,Tortyra cuprinella,99,ACCEPTED,EXACT,SPECIES,panama-bci
1870865,Lepidoptera,Pyralidae,Torotambe,Torotambe mirabella,Torotambe mirabella,99,ACCEPTED,EXACT,SPECIES,panama-bci
1975363,Lepidoptera,Geometridae,Tornos,Tornos penumbrosa,Tornos penumbrosa,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tolype primitiva,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1843886,Lepidoptera,Elachistidae,Tocasta,Tocasta priscella,Tocasta priscella,99,ACCEPTED,EXACT,SPECIES,panama-bci
5124873,Lepidoptera,Saturniidae,Titaea,Titaea tamerlan,Titaea tamerlan,99,ACCEPTED,EXACT,SPECIES,panama-bci
1764494,Lepidoptera,Erebidae,Tineocephala,Tineocephala judis,Tineocephala judis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1808023,Lepidoptera,Erebidae,Timalus,Timalus leucomela,Timalus leucomela,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Thysanopyga nicetaria,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1958374,Lepidoptera,Geometridae,Thysanopyga,Thysanopyga apicitruncaria,Thysanopyga apicitruncaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1958361,Lepidoptera,Geometridae,Thysanopyga,Thysanopyga abdominaria,Thysanopyga abdominaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1958350,Lepidoptera,Geometridae,Thysanopyga,Thysanopyga amarantha,Thysanopyga amarantha,99,ACCEPTED,EXACT,SPECIES,panama-bci
1815297,Lepidoptera,Erebidae,Thysanoprymna,Thysanoprymna haemorrhoides,Thysanoprymna haemorrhoides,99,ACCEPTED,EXACT,SPECIES,panama-bci
1815290,Lepidoptera,Erebidae,Thysanoprymna,Thysanoprymna superba,Thysanoprymna superba,99,ACCEPTED,EXACT,SPECIES,panama-bci
1815289,Lepidoptera,Erebidae,Thysanoprymna,Thysanoprymna hampsoni,Thysanoprymna hampsoni,99,ACCEPTED,EXACT,SPECIES,panama-bci
1953264,Lepidoptera,Uraniidae,Thysanocraspeda,Thysanocraspeda nudata,Thysanocraspeda nudata,99,ACCEPTED,EXACT,SPECIES,panama-bci
12216654,Lepidoptera,Erebidae,Thysania,Thysania winbrechlini,Thysania winbrechlini,99,ACCEPTED,EXACT,SPECIES,panama-bci
1990998,Lepidoptera,Geometridae,Thyrinteina,Thyrinteina arnobia,Thyrinteina arnobia,99,ACCEPTED,EXACT,SPECIES,panama-bci
5142842,Lepidoptera,Drepanidae,Thyatira,Thyatira mexicana,Thyatira mexicana,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Thioptera intensifica,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1772699,Lepidoptera,Erebidae,Thiachroia,Thiachroia deilinias,Thiachroia deilinias,98,ACCEPTED,EXACT,SPECIES,panama-bci
10103570,Lepidoptera,Saturniidae,Therinia,Therinia transversaria,Therinia transversaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1805871,Lepidoptera,Erebidae,Theages,Theages flavicaput,Theages flavicaput,99,ACCEPTED,EXACT,SPECIES,panama-bci
11855431,Lepidoptera,Erebidae,Thagona,Thagona tibialis,Thagona tibialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
11739199,Lepidoptera,Erebidae,Thagona,Thagona pura,Thagona pura,98,ACCEPTED,EXACT,SPECIES,panama-bci
9243253,Lepidoptera,Erebidae,Thagona,Thagona taus,Thagona taus,99,ACCEPTED,EXACT,SPECIES,panama-bci
1819856,Lepidoptera,Erebidae,Thagona,Thagona crassilinea,Thagona crassilinea,99,ACCEPTED,EXACT,SPECIES,panama-bci
10136784,Lepidoptera,Mimallonidae,Thaelia,Thaelia subrubiginosa,Thaelia subrubiginosa,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tetralopha fovealis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tetralopha tersilla,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tetragonodes anopsiaria,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1835589,Lepidoptera,Depressariidae,Trycherodes,Teratomorpha chilibrella,Trycherodes chilibrella,99,SYNONYM,EXACT,SPECIES,panama-bci
5121849,Lepidoptera,Gelechiidae,Telphusa,Telphusa medulella,Telphusa medulella,99,ACCEPTED,EXACT,SPECIES,panama-bci
5121845,Lepidoptera,Gelechiidae,Telphusa,Telphusa obligata,Telphusa obligata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1806554,Lepidoptera,Erebidae,Telioneura,Telioneura ateucer,Telioneura ateucer,99,ACCEPTED,EXACT,SPECIES,panama-bci
1941570,Lepidoptera,Castniidae,Castnia,Telchin licus,Castnia licus,99,SYNONYM,EXACT,SPECIES,panama-bci
1886633,Lepidoptera,Crambidae,Tegostoma,Tegostoma dinichealis,Tegostoma dinichealis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1825133,Lepidoptera,Notodontidae,Cerura,Tecmessa rarata,Cerura rarata,99,SYNONYM,EXACT,SPECIES,panama-bci
1788795,Lepidoptera,Erebidae,Tarista,Tarista albiapicalis,Tarista albiapicalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tarchon felderi,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1752742,Lepidoptera,Limacodidae,Tanadema,Tanadema neutra,Tanadema neutra,99,ACCEPTED,EXACT,SPECIES,panama-bci
1752737,Lepidoptera,Limacodidae,Tanadema,Tanadema mas,Tanadema mas,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tamraca resectalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1868383,Lepidoptera,Bombycidae,Tamphana,Tamphana marmorea,Tamphana marmorea,99,ACCEPTED,EXACT,SPECIES,panama-bci
5105306,Lepidoptera,Limacodidae,Talima,Talima rubicolor,Talima rubicolor,99,ACCEPTED,EXACT,SPECIES,panama-bci
5105287,Lepidoptera,Limacodidae,Talima,Talima emilia,Talima emilia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814783,Lepidoptera,Erebidae,Talara,Talara cara,Talara cara,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814779,Lepidoptera,Erebidae,Talara,Talara albipars,Talara albipars,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814777,Lepidoptera,Erebidae,Talara,Talara minynthadia,Talara minynthadia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814761,Lepidoptera,Erebidae,Talara,Talara rufibasis,Talara rufibasis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814760,Lepidoptera,Erebidae,Talara,Talara melanosticta,Talara melanosticta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814758,Lepidoptera,Erebidae,Talara,Talara phaeella,Talara phaeella,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814753,Lepidoptera,Erebidae,Talara,Talara rugipennis,Talara rugipennis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1814751,Lepidoptera,Erebidae,Talara,Talara violescens,Talara violescens,99,ACCEPTED,EXACT,SPECIES,panama-bci
9206388,Lepidoptera,Geometridae,Tachyphyle,Tachyphyle oleaster,Tachyphyle oleaster,99,ACCEPTED,EXACT,SPECIES,panama-bci
1989560,Lepidoptera,Geometridae,Tachyphyle,Tachyphyle acuta,Tachyphyle acuta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1989559,Lepidoptera,Geometridae,Tachyphyle,Tachyphyle undilineata,Tachyphyle undilineata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1989553,Lepidoptera,Geometridae,Tachyphyle,Tachyphyle albisparsa,Tachyphyle albisparsa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1989551,Lepidoptera,Geometridae,Tachyphyle,Tachyphyle maiester,Tachyphyle maiester,99,ACCEPTED,EXACT,SPECIES,panama-bci
1987315,Lepidoptera,Geometridae,Tachychlora,Tachychlora lepidaria,Tachychlora lepidaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Tachuda plumipes,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
9913521,Lepidoptera,Notodontidae,Tachuda,Tachuda lophocera,Tachuda lophocera,99,ACCEPTED,EXACT,SPECIES,panama-bci
1826400,Lepidoptera,Notodontidae,Tachuda,Tachuda punctum,Tachuda punctum,99,ACCEPTED,EXACT,SPECIES,panama-bci
1826395,Lepidoptera,Notodontidae,Tachuda,Tachuda pachydexius,Tachuda pachydexius,99,ACCEPTED,EXACT,SPECIES,panama-bci
1826392,Lepidoptera,Notodontidae,Tachuda,Tachuda discreta,Tachuda discreta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1826389,Lepidoptera,Notodontidae,Tachuda,Tachuda albosigma,Tachuda albosigma,99,ACCEPTED,EXACT,SPECIES,panama-bci
5125850,Lepidoptera,Pyralidae,Taboga,Taboga inis,Taboga inis,99,ACCEPTED,EXACT,SPECIES,panama-bci
10123854,Lepidoptera,Saturniidae,Syssphinx,Syssphinx quadrilineata,Syssphinx quadrilineata,99,ACCEPTED,EXACT,SPECIES,panama-bci
10070778,Lepidoptera,Saturniidae,Syssphinx,Syssphinx jennyphillipsae,Syssphinx jennyphillipsae,99,ACCEPTED,EXACT,SPECIES,panama-bci
1864905,Lepidoptera,Saturniidae,Syssphinx,Syssphinx molina,Syssphinx molina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1809341,Lepidoptera,Erebidae,Syntrichura,Syntrichura virens,Syntrichura virens,99,ACCEPTED,EXACT,SPECIES,panama-bci
1789243,Lepidoptera,Erebidae,Synomera,Synomera isthmialis,Synomera isthmialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1789238,Lepidoptera,Erebidae,Synomera,Synomera crafti,Synomera crafti,99,ACCEPTED,EXACT,SPECIES,panama-bci
1789234,Lepidoptera,Erebidae,Synomera,Synomera corazalis,Synomera corazalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Syngriodes incisaria,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1953499,Lepidoptera,Uraniidae,Syngria,Syngria druidaria,Syngria druidaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1953493,Lepidoptera,Uraniidae,Syngria,Syngria drepanata,Syngria drepanata,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Syngamilyta pretiosalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Syngamia haemorrhoidalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1886025,Lepidoptera,Crambidae,Syngamia,Syngamia pepitalis,Syngamia pepitalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1885965,Lepidoptera,Crambidae,Syngamia,Syngamia sciagraphalis,Syngamia cognatalis,99,SYNONYM,EXACT,SPECIES,panama-bci
1885988,Lepidoptera,Crambidae,Syngamia,Syngamia inflammatalis,Syngamia inflamatalis,97,ACCEPTED,FUZZY,SPECIES,panama-bci
1885987,Lepidoptera,Crambidae,Syngamia,Syngamia abnormalis,Syngamia abnormalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
