speciesKey,species,genus,family
5130528,Junonia evarete,Junonia,Nymphalidae
1797218,Catocala meskei,Catocala,Erebidae
1920602,Tatochila orthodice,Tatochila,Pieridae
1797488,Catocala semirelicta,Catocala,Erebidae
1949540,Agathymus mariae,Agathymus,Hesperiidae
1866356,Samia cynthia,Samia,Saturniidae
1937142,Parides zacynthus,Parides,Papilionidae
1866728,Neorcarnegia basirei,Neorcarnegia,Saturniidae
8203812,Colias alfacariensis,Colias,Pieridae
5132540,Pseudonympha magus,Pseudonympha,Nymphalidae
1910371,Neorina lowii,Neorina,Nymphalidae
5135815,Acraea rogersi,Acraea,Nymphalidae
5138257,Logania marmorata,Logania,Lycaenidae
1893558,Mycalesis anynana,Mycalesis,Nymphalidae
1918868,Hipparchia hermione,Hipparchia,Nymphalidae
5128600,Charaxes lucretius,Charaxes,Nymphalidae
1896444,Euphaedra themis,Euphaedra,Nymphalidae
1949523,Agathymus estelleae,Agathymus,Hesperiidae
1939167,Pachliopta schadenbergi,Pachliopta,Papilionidae
5142262,Hesperia miriamae,Hesperia,Hesperiidae
5136131,Acraea zetes,Acraea,Nymphalidae
1914464,Chlosyne acastus,Chlosyne,Nymphalidae
5139366,Lycaena ortygia,Lycaena,Lycaenidae
1797142,Catocala grotiana,Catocala,Erebidae
1900295,Heliconius hewitsoni,Heliconius,Nymphalidae
1919288,Dismorphia astyocha,Dismorphia,Pieridae
1797227,Catocala whitneyi,Catocala,Erebidae
1797194,Catocala illecta,Catocala,Erebidae
12187649,Jonaspyge jonas,Jonaspyge,Hesperiidae
5134823,Erebia magdalena,Erebia,Nymphalidae
5714361,Polygonia oreas,Polygonia,Nymphalidae
1797212,Catocala chelidonia,Catocala,Erebidae
1914861,Taenaris catops,Taenaris,Nymphalidae
4299565,Boloria chariclea,Boloria,Nymphalidae
1949549,Agathymus aryxna,Agathymus,Hesperiidae
1909155,Dynamine tithia,Dynamine,Nymphalidae
5137626,Colias behrii,Colias,Pieridae
1895499,Elymnias hypermnestra,Elymnias,Nymphalidae
1938142,Papilio lorquinianus,Papilio,Papilionidae
1915381,Opsiphanes tamarindi,Opsiphanes,Nymphalidae
5128488,Eunica monima,Eunica,Nymphalidae
1935884,Emesis rawsoni,Emesis,Lycaenidae
1908234,Taygetis kerea,Taygetis,Nymphalidae
1938022,Papilio astyalus,Papilio,Papilionidae
1909185,Dynamine theseus,Dynamine,Nymphalidae
1950409,Problema bulenta,Problema,Hesperiidae
1943573,Panoquina panoquin,Panoquina,Hesperiidae
1914416,Chlosyne erodyle,Chlosyne,Nymphalidae
5137166,Euploea midamus,Euploea,Nymphalidae
5130525,Junonia westermanni,Junonia,Nymphalidae
4532468,Catocala disjuncta,Catocala,Erebidae
5132973,Euptychia phocion,Euptychia,Nymphalidae
5128932,Charaxes paphianus,Charaxes,Nymphalidae
1910773,Pseudodebis valentina,Pseudodebis,Nymphalidae
1943990,Polites origenes,Polites,Hesperiidae
5141142,Graphium endochus,Graphium,Papilionidae
1948771,Mastor tolteca,Mastor,Hesperiidae
1867043,Athletes ethra,Athletes,Saturniidae
1894060,Zethera incerta,Zethera,Nymphalidae
9804158,Oeneis bore,Oeneis,Nymphalidae
5137588,Colias lesbia,Colias,Pieridae
1797474,Catocala herodias,Catocala,Erebidae
1932241,Hypolycaena kadiskos,Hypolycaena,Lycaenidae
10394962,Bassarona dunya,Euthalia,Nymphalidae
1939181,Pachliopta polyphontes,Pachliopta,Papilionidae
5137790,Pontia glauconome,Pontia,Pieridae
1797373,Catocala unijuga,Catocala,Erebidae
9124084,Catocala sappho,Catocala,Erebidae
1817925,Sphaeromachia gaumeri,Sphaeromachia,Erebidae
8905217,Cissia similis,Euptychia,Nymphalidae
10474236,Podotricha judith,Podotricha,Nymphalidae
4704400,Oreixenica lathoniella,Oreixenica,Nymphalidae
1797275,Catocala carissima,Catocala,Erebidae
1915510,Neita extensa,Neita,Nymphalidae
5977207,Erynnis brizo,Erynnis,Hesperiidae
1919421,Delias argenthona,Delias,Pieridae
5136387,Euploea treitschkei,Euploea,Nymphalidae
1898211,Lucinia cadma,Lucinia,Nymphalidae
1933998,Hypaurotis crysalus,Hypaurotis,Lycaenidae
1938185,Hypermnestra helios,Hypermnestra,Papilionidae
5806166,Phalanta phalantha,Phalanta,Nymphalidae
1905299,Speyeria atlantis,Speyeria,Nymphalidae
1926531,Azanus natalensis,Azanus,Lycaenidae
1937042,Troides vandepolli,Troides,Papilionidae
1866059,Automeris iris,Automeris,Saturniidae
1867032,Anisota virginiensis,Anisota,Saturniidae
8874140,Catocala lacrymosa,Catocala,Erebidae
1906042,Amauris crawshayi,Amauris,Nymphalidae
1903658,Bolboneura sylphis,Bolboneura,Nymphalidae
1948588,Kedestes callicles,Kedestes,Hesperiidae
1907749,Euriphene barombina,Euriphene,Nymphalidae
1938063,Papilio aristodemus,Papilio,Papilionidae
1947033,Cymaenes perloides,Cymaenes,Hesperiidae
1936992,Troides darsius,Troides,Papilionidae
5806244,Rothschildia orizaba,Rothschildia,Saturniidae
1922041,Mitoura spinetorum,Mitoura,Lycaenidae
1895820,Eresia phillyra,Eresia,Nymphalidae
1949331,Asbolis capucinus,Asbolis,Hesperiidae
1905310,Speyeria diana,Speyeria,Nymphalidae
8016905,Catocala dilecta,Catocala,Erebidae
1866461,Bunaeopsis oubie,Bunaeopsis,Saturniidae
1937056,Troides prattorum,Troides,Papilionidae
10355033,Catocala dissimilis,Catocala,Erebidae
5137674,Colias alexandra,Colias,Pieridae
1909659,Kallima sylvia,Kallima,Nymphalidae
5128019,Anartia lytraea,Anartia,Nymphalidae
5137664,Colias interior,Colias,Pieridae
1925408,Hermelycaena hermes,Hermelycaena,Lycaenidae
1937167,Parides erithalion,Parides,Papilionidae
1943090,Hesperilla donnysa,Hesperilla,Hesperiidae
5128173,Discophora bambusae,Discophora,Nymphalidae
1922291,Chilades eleusis,Chilades,Lycaenidae
1920270,Hesperocharis crocea,Hesperocharis,Pieridae
4301736,Oarisma poweshiek,Oarisma,Hesperiidae
1931553,Epidemia dorcas,Epidemia,Lycaenidae
1904948,Cyrestis thyodamas,Cyrestis,Nymphalidae
1937475,Ornithoptera victoriae,Ornithoptera,Papilionidae
8837974,Arawacus ellida,Arawacus,Lycaenidae
5137051,Euploea camaralzeman,Euploea,Nymphalidae
9851867,Dynamine artemisia,Dynamine,Nymphalidae
1912325,Boloria selene,Boloria,Nymphalidae
1898367,Pierella lena,Pierella,Nymphalidae
5130456,Junonia villida,Junonia,Nymphalidae
1804107,Platarctia parthenos,Platarctia,Erebidae
1920356,Colotis aurora,Colotis,Pieridae
1902430,Dymasia dymas,Dymasia,Nymphalidae
1924352,Deudorix dohertyi,Deudorix,Lycaenidae
1920579,Rhabdodryas trite,Rhabdodryas,Pieridae
1943960,Polites themistocles,Polites,Hesperiidae
1937937,Papilio ascalaphus,Papilio,Papilionidae
1797409,Catocala mira,Catocala,Erebidae
1797085,Catocala jair,Catocala,Erebidae
1939145,Protographium celadon,Protographium,Papilionidae
1797299,Catocala nivea,Catocala,Erebidae
1938112,Papilio androgeus,Papilio,Papilionidae
1913449,Neocoenyra duplex,Neocoenyra,Nymphalidae
5139700,Lycaena mariposa,Lycaena,Lycaenidae
1950825,Celaenorrhinus galenus,Celaenorrhinus,Hesperiidae
1908044,Occidryas anicia,Occidryas,Nymphalidae
1909216,Tirumala hamata,Tirumala,Nymphalidae
10114575,Vanessa abyssinica,Vanessa,Nymphalidae
5140033,Leptotes cassius,Leptotes,Lycaenidae
1928389,Lachnocnema bibulus,Lachnocnema,Lycaenidae
10110825,Bicyclus dentata,Bicyclus,Nymphalidae
1921064,Zintha hintza,Zintha,Lycaenidae
5131523,Neptis metella,Neptis,Nymphalidae
5128615,Charaxes petersi,Charaxes,Nymphalidae
5131222,Neptis nemetes,Neptis,Nymphalidae
11843909,Lachnoptera anticlea,Lachnoptera,Nymphalidae
5137695,Colias phicomone,Colias,Pieridae
5977250,Erynnis icelus,Erynnis,Hesperiidae
1944870,Cynea megalops,Cynea,Hesperiidae
1918554,Lethe europa,Lethe,Nymphalidae
1896763,Catonephele chromis,Catonephele,Nymphalidae
1894002,Faunis canens,Faunis,Nymphalidae
1930931,Tarucus sybaris,Tarucus,Lycaenidae
1866164,Automeris naranja,Automeris,Saturniidae
1866084,Automeris janus,Automeris,Saturniidae
5124698,Attacus erebus,Attacus,Saturniidae
1915079,Pantoporia cama,Pantoporia,Nymphalidae
5130779,Euthalia kardama,Euthalia,Nymphalidae
1797379,Catocala amestris,Catocala,Erebidae
5127880,Polyura sempronius,Polyura,Nymphalidae
1898358,Pierella helvina,Pierella,Nymphalidae
5136034,Acraea encedon,Acraea,Nymphalidae
5141250,Graphium angolanus,Graphium,Papilionidae
9416645,Catocala angusi,Catocala,Erebidae
1937699,Papilio gigon,Papilio,Papilionidae
1797351,Catocala luciana,Catocala,Erebidae
1897946,Precis actia,Precis,Nymphalidae
1910501,Hypolimnas monteironis,Hypolimnas,Nymphalidae
5140065,Leptotes perkinsae,Leptotes,Lycaenidae
5138031,Mylothris bernice,Mylothris,Pieridae
9273409,Catocala judith,Catocala,Erebidae
5136316,Acraea petraea,Acraea,Nymphalidae
9607036,Catocala piatrix,Catocala,Erebidae
5135597,Acraea periphanes,Acraea,Nymphalidae
1932446,Pilodeudorix ankoleensis,Pilodeudorix,Lycaenidae
5134759,Erebia epipsodea,Erebia,Nymphalidae
1914439,Chlosyne harrisii,Chlosyne,Nymphalidae
9322998,Catocala consors,Catocala,Erebidae
1912525,Bicyclus jefferyi,Bicyclus,Nymphalidae
5136047,Acraea mahela,Acraea,Nymphalidae
5136937,Euploea eurianassa,Euploea,Nymphalidae
1896957,Charaxes jasius,Charaxes,Nymphalidae
1925694,Anthene larydas,Anthene,Lycaenidae
9087922,Charaxes varanes,Charaxes,Nymphalidae
1797542,Catocala optata,Catocala,Erebidae
1797452,Catocala lara,Catocala,Erebidae
1917830,Tegosa anieta,Tegosa,Nymphalidae
1899835,Podotricha telesiphe,Podotricha,Nymphalidae
8177775,Zizina antanossa,Zizina,Lycaenidae
5132977,Euptychia fetna,Euptychia,Nymphalidae
1938058,Papilio macilentus,Papilio,Papilionidae
5137017,Euploea doretta,Euploea,Nymphalidae
1897970,Precis octavia,Precis,Nymphalidae
1931779,Fixsenia pruni,Fixsenia,Lycaenidae
5128475,Eunica tatila,Eunica,Nymphalidae
1901261,Myscelia cyaniris,Myscelia,Nymphalidae
1908203,Taygetis mermeria,Taygetis,Nymphalidae
1893747,Mycalesis funebris,Mycalesis,Nymphalidae
1797507,Catocala aholibah,Catocala,Erebidae
5129636,Batesia hypochlora,Batesia,Nymphalidae
1900830,Heliconius sapho,Heliconius,Nymphalidae
10487080,Altinote ozomene,Acraea,Nymphalidae
5136165,Acraea goetzi,Acraea,Nymphalidae
1910662,Hypolimnas anomala,Hypolimnas,Nymphalidae
1946989,Atrytonopsis python,Atrytonopsis,Hesperiidae
1944113,Toxidia parvulus,Toxidia,Hesperiidae
6221746,Speyeria aglaja,Speyeria,Nymphalidae
9367471,Catocala residua,Catocala,Erebidae
1919181,Belenois aurota,Belenois,Pieridae
1943571,Panoquina ocola,Panoquina,Hesperiidae
1904383,Smyrna karwinskii,Smyrna,Nymphalidae
1922182,Larinopoda lagyra,Larinopoda,Lycaenidae
1935854,Emesis emesia,Emesis,Lycaenidae
1894102,Clossiana astarte,Clossiana,Nymphalidae
5133251,Morpho polyphemus,Morpho,Nymphalidae
1946177,Callimormus saturnus,Callimormus,Hesperiidae
9974012,Eresia myia,Eresia,Nymphalidae
1896628,Dircenna dero,Dircenna,Nymphalidae
1931843,Epitolina dispar,Epitolina,Lycaenidae
5130775,Euthalia lubentina,Euthalia,Nymphalidae
5128872,Charaxes mixtus,Charaxes,Nymphalidae
8778811,Euxanthe crossleyi,Euxanthe,Nymphalidae
1898679,Apaturopsis cleochares,Apaturopsis,Nymphalidae
5141243,Graphium adamastor,Graphium,Papilionidae
1908236,Taygetis xenana,Taygetis,Nymphalidae
5135355,Erebia rossii,Erebia,Nymphalidae
1930288,Thecla bebrycia,Thecla,Lycaenidae
5134469,Erebia euryale,Erebia,Nymphalidae
1918082,Caligo uranus,Caligo,Nymphalidae
5135959,Acraea iturina,Acraea,Nymphalidae
1943088,Hesperilla crypsargyra,Hesperilla,Hesperiidae
1946688,Borbo gemella,Borbo,Hesperiidae
1904258,Bebearia laetitioides,Bebearia,Nymphalidae
9618068,Catocala insolabilis,Catocala,Erebidae
1938074,Papilio ambrax,Papilio,Papilionidae
1937546,Mimoides phaon,Mimoides,Papilionidae
1920478,Patia rhetes,Patia,Pieridae
1921053,Hypostrymon critola,Hypostrymon,Lycaenidae
1935912,Emesis lucinda,Emesis,Lycaenidae
1908199,Taygetis virgilia,Taygetis,Nymphalidae
1926491,Mimeresia debora,Mimeresia,Lycaenidae
1905189,Speyeria coronis,Speyeria,Nymphalidae
1895667,Elymnias nesaea,Elymnias,Nymphalidae
1913438,Neocoenyra gregorii,Neocoenyra,Nymphalidae
1900188,Heliconius nattereri,Heliconius,Nymphalidae
8756768,Catocala electa,Catocala,Erebidae
1900565,Heliconius atthis,Heliconius,Nymphalidae
1865831,Rhescyntis hermes,Rhescyntis,Saturniidae
1920181,Pinacopteryx eriphia,Pinacopteryx,Pieridae
8110287,Euploea westwoodii,Euploea,Nymphalidae
1902659,Anthanassa crithona,Anthanassa,Nymphalidae
1922694,Axiocerses amanga,Axiocerses,Lycaenidae
5132591,Cymothoe egesta,Cymothoe,Nymphalidae
5132133,Limenitis boreas,Limenitis,Nymphalidae
1896774,Catonephele numilia,Catonephele,Nymphalidae
1910548,Hypolimnas diomea,Hypolimnas,Nymphalidae
1919705,Anthocharis cethura,Anthocharis,Pieridae
1909810,Libythea myrrha,Libythea,Nymphalidae
5137822,Eurema tominia,Eurema,Pieridae
1937530,Mimoides ariarathes,Mimoides,Papilionidae
1938161,Papilio oribazus,Papilio,Papilionidae
1797385,Catocala miranda,Catocala,Erebidae
9022399,Catocala neogama,Catocala,Erebidae
1897685,Parantica aglea,Parantica,Nymphalidae
5135914,Acraea ungemachi,Acraea,Nymphalidae
1797436,Catocala briseis,Catocala,Erebidae
9714195,Brenthis daphne,Brenthis,Nymphalidae
10626035,Boloria iphigenia,Boloria,Nymphalidae
1914433,Chlosyne narva,Chlosyne,Nymphalidae
1866749,Paradaemonia gravis,Paradaemonia,Saturniidae
10689917,Stygionympha irrorata,Stygionympha,Nymphalidae
1797475,Catocala minuta,Catocala,Erebidae
9549475,Catocala nebulosa,Catocala,Erebidae
1900134,Epiphile orea,Epiphile,Nymphalidae
5130467,Junonia sophia,Junonia,Nymphalidae
5130521,Junonia lemonias,Junonia,Nymphalidae
5131096,Neptis rivularis,Neptis,Nymphalidae
1898002,Aterica galene,Aterica,Nymphalidae
1923678,Chlorostrymon telea,Chlorostrymon,Lycaenidae
9405089,Asterope sapphyra,Asterope,Nymphalidae
5136830,Euploea boisduvalii,Euploea,Nymphalidae
1895829,Eresia datis,Eresia,Nymphalidae
1867928,Saturnia pyri,Saturnia,Saturniidae
1947112,Coeliades pisistratus,Coeliades,Hesperiidae
5132670,Cymothoe beckeri,Cymothoe,Nymphalidae
9072828,Actinote pellenea,Actinote,Nymphalidae
1914421,Chlosyne palla,Chlosyne,Nymphalidae
1947687,Fresna nyassae,Fresna,Hesperiidae
1932976,Leptotes pirithous,Leptotes,Lycaenidae
5142729,Notocrypta feisthamelii,Notocrypta,Hesperiidae
5130542,Junonia hierta,Junonia,Nymphalidae
1867803,Pseudantheraea discrepans,Pseudantheraea,Saturniidae
1937951,Papilio zagreus,Papilio,Papilionidae
1939132,Protographium agesilaus,Protographium,Papilionidae
1909319,Stichophthalma howqua,Stichophthalma,Nymphalidae
1950568,Nastra lurida,Nastra,Hesperiidae
1935361,Abisara talantus,Abisara,Lycaenidae
1938148,Papilio scamander,Papilio,Papilionidae
1919245,Dismorphia crisia,Dismorphia,Pieridae
5128224,Tisiphone abeona,Tisiphone,Nymphalidae
1937959,Papilio ophidicephalus,Papilio,Papilionidae
1920815,Eronia cleodora,Eronia,Pieridae
1918094,Caligo telamonius,Caligo,Nymphalidae
1937655,Papilio anchisiades,Papilio,Papilionidae
1937935,Papilio mackinnoni,Papilio,Papilionidae
5129183,Charaxes eupale,Charaxes,Nymphalidae
5137954,Appias ithome,Appias,Pieridae
1925805,Celastrina nigra,Celastrina,Lycaenidae
1923718,Hypochrysops polycletus,Hypochrysops,Lycaenidae
1797146,Catocala clintonii,Catocala,Erebidae
5141328,Battus zetides,Battus,Papilionidae
4300399,Strymon acis,Strymon,Lycaenidae
1942674,Dispar compacta,Dispar,Hesperiidae
11681952,Junonia limnoria,Junonia,Nymphalidae
10092147,Catocala abamita,Catocala,Erebidae
1797358,Catocala nagioides,Catocala,Erebidae
5139339,Lycaena asabinus,Lycaena,Lycaenidae
5133503,Morpho epistrophus,Morpho,Nymphalidae
5133847,Hypothyris fluonia,Hypothyris,Nymphalidae
5128685,Charaxes viola,Charaxes,Nymphalidae
1865711,Hyperchiria incisa,Hyperchiria,Saturniidae
4301749,Copaeodes minima,Copaeodes,Hesperiidae
5141207,Graphium meyeri,Graphium,Papilionidae
10462524,Catocala bella,Catocala,Erebidae
8233062,Erebia tyndarus,Erebia,Nymphalidae
5127822,Dira clytus,Dira,Nymphalidae
1797276,Catocala elocata,Catocala,Erebidae
1919396,Delias aruna,Delias,Pieridae
1923019,Iolana iolas,Iolana,Lycaenidae
1865590,Citheronia splendens,Citheronia,Saturniidae
7854318,Melanargia galathea,Melanargia,Nymphalidae
5129545,Enodia anthedon,Enodia,Nymphalidae
1921344,Epitola posthumus,Epitola,Lycaenidae
5130296,Metamorpha elissa,Metamorpha,Nymphalidae
8214814,Erebia mnestra,Erebia,Nymphalidae
1797178,Catocala promissa,Catocala,Erebidae
1923509,Philotiella speciosa,Philotiella,Lycaenidae
1919937,Pyrisitia venusta,Pyrisitia,Pieridae
1925676,Anthene lunulata,Anthene,Lycaenidae
1914511,Chlosyne hippodrome,Chlosyne,Nymphalidae
1919231,Pereute cheops,Pereute,Pieridae
1905162,Speyeria idalia,Speyeria,Nymphalidae
1797454,Catocala puerpera,Catocala,Erebidae
1923479,Eicochrysops distractus,Eicochrysops,Lycaenidae
5129524,Hamadryas arinome,Hamadryas,Nymphalidae
5137156,Euploea radamanthus,Euploea,Nymphalidae
1942967,Euphyes dukesi,Euphyes,Hesperiidae
1919213,Belenois creona,Belenois,Pieridae
4299576,Boloria frigga,Boloria,Nymphalidae
1895904,Thessalia leanira,Thessalia,Nymphalidae
1915339,Yphthimoides renata,Yphthimoides,Nymphalidae
1900249,Heliconius doris,Heliconius,Nymphalidae
5124732,Samia pryeri,Samia,Saturniidae
1896600,Euphaedra neophron,Euphaedra,Nymphalidae
1919438,Delias descombesi,Delias,Pieridae
1922171,Larinopoda tera,Larinopoda,Lycaenidae
1898352,Pierella hortona,Pierella,Nymphalidae
1920889,Elkalyce amyntula,Elkalyce,Lycaenidae
1948446,Chioides catillus,Chioides,Hesperiidae
1904388,Coenophlebia archidona,Coenophlebia,Nymphalidae
5142349,Gegenes hottentota,Gegenes,Hesperiidae
5131968,Palla decius,Palla,Nymphalidae
1900024,Hermeuptychia hermes,Hermeuptychia,Nymphalidae
4704500,Argynnina hobartia,Argynnina,Nymphalidae
5141247,Graphium thule,Graphium,Papilionidae
1917834,Tegosa claudina,Tegosa,Nymphalidae
5134693,Erebia disa,Erebia,Nymphalidae
5132956,Euptychia pyracmon,Euptychia,Nymphalidae
5136127,Acraea asboloplintha,Acraea,Nymphalidae
1903598,Brassolis sophorae,Brassolis,Nymphalidae
5130347,Junonia terea,Junonia,Nymphalidae
1937556,Byasa alcinous,Byasa,Papilionidae
1898200,Catagramma pygas,Catagramma,Nymphalidae
1928133,Liptena despecta,Liptena,Lycaenidae
4704356,Hypocysta adiante,Hypocysta,Nymphalidae
5129138,Charaxes guderiana,Charaxes,Nymphalidae
1978878,Sangala alcera,Sangala,Geometridae
1920348,Colotis eris,Colotis,Pieridae
1895610,Elymnias cumaea,Elymnias,Nymphalidae
5136262,Acraea violarum,Acraea,Nymphalidae
5139930,Spindasis tavetensis,Spindasis,Lycaenidae
1910809,Yoma sabina,Yoma,Nymphalidae
1943066,Piruna pirus,Piruna,Hesperiidae
1867426,Adetomeris erythrops,Adetomeris,Saturniidae
4704352,Hypocysta pseudirius,Hypocysta,Nymphalidae
5128266,Oeneis uhleri,Oeneis,Nymphalidae
5142062,Atrytone arogos,Atrytone,Hesperiidae
5881397,Danaus ismare,Danaus,Nymphalidae
1919204,Belenois solilucis,Belenois,Pieridae
5137820,Eurema reticulata,Eurema,Pieridae
1932371,Euchrysops brunneus,Euchrysops,Lycaenidae
4535754,Ypthima asterope,Ypthima,Nymphalidae
1939110,Chilasa veiovis,Chilasa,Papilionidae
1919289,Dismorphia theucharila,Dismorphia,Pieridae
1918972,Phyciodes vesta,Phyciodes,Nymphalidae
1797075,Catocala jessica,Catocala,Erebidae
5129417,Polygonia c-aureum,Polygonia,Nymphalidae
1925650,Anthene ligures,Anthene,Lycaenidae
1919649,Phoebis neocypris,Phoebis,Pieridae
5130825,Euthalia duda,Euthalia,Nymphalidae
1928035,Harpendyreus aequatorialis,Harpendyreus,Lycaenidae
1900175,Heliconius aliphera,Heliconius,Nymphalidae
1803163,Utetheisa pulchella,Utetheisa,Erebidae
1922015,Stalachtis calliope,Stalachtis,Riodinidae
1902599,Sais rosalia,Sais,Nymphalidae
5124575,Rothschildia aurota,Rothschildia,Saturniidae
1867976,Lonomia electra,Lonomia,Saturniidae
1908146,Ithomia heraldica,Ithomia,Nymphalidae
1949535,Agathymus fieldi,Agathymus,Hesperiidae
1919935,Dixeia cebron,Dixeia,Pieridae
1941717,Castniomera atymnius,Castniomera,Castniidae
5132837,Salamis anteva,Salamis,Nymphalidae
1797111,Catocala micronympha,Catocala,Erebidae
1918217,Godyris nepos,Godyris,Nymphalidae
1909157,Dynamine egaea,Dynamine,Nymphalidae
1922244,Zizula hylax,Zizula,Lycaenidae
1948836,Lucida ranesus,Lucida,Hesperiidae
1937126,Parides alopius,Parides,Papilionidae
5133255,Morpho achilles,Morpho,Nymphalidae
1931288,Favonius ultramarina,Favonius,Lycaenidae
5136304,Acraea lia,Acraea,Nymphalidae
1908204,Taygetis thamyra,Taygetis,Nymphalidae
9602403,Citioica anthonilis,Citioica,Saturniidae
10250149,Godyris nero,Godyris,Nymphalidae
5129048,Charaxes lactetinctus,Charaxes,Nymphalidae
1906109,Amauris inferna,Amauris,Nymphalidae
5141152,Graphium tamerlanus,Graphium,Papilionidae
5128326,Oeneis melissa,Oeneis,Nymphalidae
1893562,Mycalesis rhacotis,Mycalesis,Nymphalidae
4699239,Colotis incretus,Colotis,Pieridae
5137862,Leptosia marginea,Leptosia,Pieridae
5137540,Ascia monuste,Ascia,Pieridae
10106175,Junonia touhilimasa,Junonia,Nymphalidae
1938082,Papilio cynorta,Papilio,Papilionidae
1900768,Heliconius telesiphe,Heliconius,Nymphalidae
1919232,Pereute callinice,Pereute,Pieridae
1901257,Myscelia orsis,Myscelia,Nymphalidae
10193655,Brevioleria arzalia,Brevioleria,Nymphalidae
1937490,Sericinus montela,Sericinus,Papilionidae
5137996,Mylothris chloris,Mylothris,Pieridae
5128696,Charaxes zoolina,Charaxes,Nymphalidae
1901669,Tellervo zoilus,Tellervo,Nymphalidae
5127791,Gnophodes chelys,Gnophodes,Nymphalidae
1797374,Catocala pacta,Catocala,Erebidae
1797215,Catocala andromache,Catocala,Erebidae
5136414,Euploea leucostictos,Euploea,Nymphalidae
1939136,Protographium philolaus,Protographium,Papilionidae
1901268,Myscelia cyananthe,Myscelia,Nymphalidae
1942982,Euphyes pilatka,Euphyes,Hesperiidae
1937688,Papilio ornythion,Papilio,Papilionidae
1949534,Agathymus ricei,Agathymus,Hesperiidae
1911120,Coenonympha nolckeni,Coenonympha,Nymphalidae
5133176,Morpho anaxibia,Morpho,Nymphalidae
1910709,Vindula sapor,Vindula,Nymphalidae
1943426,Burca stillmani,Burca,Hesperiidae
5133433,Morpho peleides,Morpho,Nymphalidae
4708995,Euchrysops cnejus,Euchrysops,Lycaenidae
1900172,Heliconius numatus,Heliconius,Nymphalidae
5137714,Colias christina,Colias,Pieridae
5133668,Ariadne enotrea,Ariadne,Nymphalidae
1920379,Colotis celimene,Colotis,Pieridae
5131910,Apatura iris,Apatura,Nymphalidae
1892928,Torynesis mintha,Torynesis,Nymphalidae
1908246,Taygetis weymeri,Taygetis,Nymphalidae
5141248,Graphium leonidas,Graphium,Papilionidae
1937808,Papilio zenobia,Papilio,Papilionidae
5124911,Aglia tau,Aglia,Saturniidae
1938796,Parnassius glacialis,Parnassius,Papilionidae
1893266,Idea leuconoe,Idea,Nymphalidae
1901529,Penetes pamphanis,Penetes,Nymphalidae
1901810,Pyrrhogyra otolais,Pyrrhogyra,Nymphalidae
5127823,Dira swanepoeli,Dira,Nymphalidae
9955726,Junonia ansorgei,Junonia,Nymphalidae
5130487,Junonia rhadama,Junonia,Nymphalidae
11623814,Junonia tugela,Junonia,Nymphalidae
1919346,Catopsilia florella,Catopsilia,Pieridae
1928928,Toxochitona gerda,Toxochitona,Lycaenidae
1913328,Mellicta athalia,Mellicta,Nymphalidae
1948054,Oligoria maculata,Oligoria,Hesperiidae
1948808,Mastor carolina,Mastor,Hesperiidae
1905331,Pseudoscada timna,Pseudoscada,Nymphalidae
1916412,Melanargia larissa,Melanargia,Nymphalidae
1865793,Cinommata bistrigata,Cinommata,Saturniidae
5132571,Cymothoe coccinata,Cymothoe,Nymphalidae
5137839,Eurema arbela,Eurema,Pieridae
1866110,Automeris zozine,Automeris,Saturniidae
5127794,Gnophodes parmeno,Gnophodes,Nymphalidae
1927602,Lepidochrysops lukenia,Lepidochrysops,Lycaenidae
1937885,Papilio thoas,Papilio,Papilionidae
1865347,Hemileuca oliviae,Hemileuca,Saturniidae
1904272,Thaumantis diores,Thaumantis,Nymphalidae
11565442,Chlosyne gaudealis,Chlosyne,Nymphalidae
1925601,Anthene pitmani,Anthene,Lycaenidae
1945033,Gretna cylinda,Gretna,Hesperiidae
10278292,Pseudolycaena damo,Pseudolycaena,Lycaenidae
5136192,Acraea doubledayi,Acraea,Nymphalidae
5141195,Graphium antheus,Graphium,Papilionidae
1920437,Leptophobia caesia,Leptophobia,Pieridae
5138387,Plebejus saepiolus,Plebejus,Lycaenidae
1932792,Ornipholidotos overlaeti,Ornipholidotos,Lycaenidae
1895033,Napeogenes larina,Napeogenes,Nymphalidae
1918239,Godyris duillia,Godyris,Nymphalidae
5133547,Morpho amphitrion,Morpho,Nymphalidae
1867547,Polythysana rubrescens,Polythysana,Saturniidae
1919130,Anteos clorinde,Anteos,Pieridae
5128601,Charaxes phoebus,Charaxes,Nymphalidae
8929098,Catocala koreana,Catocala,Erebidae
1932231,Hypolycaena lebona,Hypolycaena,Lycaenidae
5131493,Neptis praslini,Neptis,Nymphalidae
5129489,Hamadryas amphinome,Hamadryas,Nymphalidae
1916352,Melanargia ines,Melanargia,Nymphalidae
1912119,Prepona laertes,Prepona,Nymphalidae
1920353,Colotis regina,Colotis,Pieridae
1906470,Hyponephele maroccana,Hyponephele,Nymphalidae
1950017,Antigonus erosus,Antigonus,Hesperiidae
1896661,Episcada clausina,Episcada,Nymphalidae
5135896,Acraea ranavalona,Acraea,Nymphalidae
5139898,Eumaeus godartii,Eumaeus,Lycaenidae
1949165,Pyrrhopyge decipiens,Pyrrhopyge,Hesperiidae
1894088,Hypanartia lethe,Hypanartia,Nymphalidae
5129374,Polygonia faunus,Polygonia,Nymphalidae
1797397,Catocala nuptialis,Catocala,Erebidae
