speciesKey,species,genus,family
1893517,Ceratinia neso,Ceratinia,Nymphalidae
1929129,Callicista columella,Callicista,Lycaenidae
1923505,Atlides halesus,Atlides,Lycaenidae
4535396,Muschampia proto,Syrichtus,Hesperiidae
1895196,Greta gardneri,Greta,Nymphalidae
1895195,Greta diaphanus,Greta,Nymphalidae
1927210,Arhopala thamyras,Arhopala,Lycaenidae
1925922,Celastrina ladon,Celastrina,Lycaenidae
4709135,Candalides absimilis,Candalides,Lycaenidae
1925918,Celastrina argiolus,Celastrina,Lycaenidae
1922865,Calycopis isobeon,Calycopis,Lycaenidae
5806391,Jalmenus ictinus,Jalmenus,Lycaenidae
5138741,Jalmenus daemeli,Jalmenus,Lycaenidae
1932302,Hypolycaena philippus,Hypolycaena,Lycaenidae
1919348,Catopsilia pyranthe,Catopsilia,Pieridae
1927308,Actizera stellata,Actizera,Lycaenidae
1898988,Symbrenthia hypselis,Symbrenthia,Nymphalidae
1931788,Fixsenia esculi,Fixsenia,Lycaenidae
1924106,Glaucopsyche lygdamus,Glaucopsyche,Lycaenidae
1924713,Lampides boeticus,Lampides,Lycaenidae
1928009,Rekoa meton,Rekoa,Lycaenidae
1926824,Lycaeides argyrognomon,Lycaeides,Lycaenidae
1922676,Habrodais grunus,Habrodais,Lycaenidae
5137882,Pieris oleracea,Pieris,Pieridae
1920590,Mesapia peloria,Mesapia,Pieridae
8751215,Eulepidotis poirieri,Eulepidotis,Erebidae
8907414,Lophocampa sullivani,Lophocampa,Erebidae
8948563,Pero haxairei,Pero,Geometridae
1983535,Eupithecia distinctaria,Eupithecia,Geometridae
5148655,Pero fortunata,Pero,Geometridae
1947535,Phocides distans,Phocides,Hesperiidae
1949636,Corticea mendica,Corticea,Hesperiidae
5142254,Hesperia nevada,Hesperia,Hesperiidae
7633472,Hesperia comma,Hesperia,Hesperiidae
5128034,Dryas iulia,Dryas,Nymphalidae
1837900,Mathildana newmanella,Mathildana,Oecophoridae
5123999,Eumorpha pandorus,Eumorpha,Sphingidae
1811079,Hypercompe scribonia,Hypercompe,Erebidae
1950578,Nastra julia,Nastra,Hesperiidae
1894840,Aglais urticae,Aglais,Nymphalidae
1792430,Autographa californica,Autographa,Noctuidae
5714299,Danaus gilippus,Danaus,Nymphalidae
1902110,Ortilia dicoma,Ortilia,Nymphalidae
1909019,Diaethria clymena,Diaethria,Nymphalidae
1909211,Dynamine agacles,Dynamine,Nymphalidae
1897664,Parantica sita,Parantica,Nymphalidae
1907625,Ypthima argus,Ypthima,Nymphalidae
7472845,Alucita montana,Alucita,Alucitidae
1989428,Chloroclystis v-ata,Chloroclystis,Geometridae
1878879,Agriphila straminella,Agriphila,Crambidae
5139029,Satyrium calanus,Satyrium,Lycaenidae
4525364,Cedestis gysseleniella,Cedestis,Yponomeutidae
5148520,Eutrapela clemataria,Eutrapela,Geometridae
1766128,Amphipyra berbera,Amphipyra,Noctuidae
1796678,Hydraecia micacea,Hydraecia,Noctuidae
5105088,Caloptilia populetorum,Caloptilia,Gracillariidae
1770772,Agrotis puta,Agrotis,Noctuidae
1871890,Oneida lunulalis,Oneida,Pyralidae
1781944,Palthis angulalis,Palthis,Erebidae
5135191,Erebia aethiops,Erebia,Nymphalidae
1761102,Callistege intercalaris,Callistege,Erebidae
1785168,Chrysodeixis includens,Chrysodeixis,Noctuidae
8763986,Eresia aveyrona,Eresia,Nymphalidae
1791793,Cosmodes elegans,Cosmodes,Noctuidae
5132084,Limenitis arthemis,Limenitis,Nymphalidae
1938016,Papilio glaucus,Papilio,Papilionidae
1898431,Asterocampa clyton,Asterocampa,Nymphalidae
1991429,Haematopis grataria,Haematopis,Geometridae
1937739,Papilio canadensis,Papilio,Papilionidae
1932414,Callophrys viridis,Callophrys,Lycaenidae
11670842,Burnsius communis,Burnsius,Hesperiidae
1730543,Xyleutes persona,Xyleutes,Cossidae
1803218,Utetheisa ornatrix,Utetheisa,Erebidae
9526331,Cisthene deserta,Cisthene,Erebidae
1992504,Alucita hexadactyla,Alucita,Alucitidae
1978493,Trichodezia albovittata,Trichodezia,Geometridae
1825971,Pheosia gnoma,Pheosia,Notodontidae
1911246,Coenonympha california,Coenonympha,Nymphalidae
9391467,Orgyia vetusta,Orgyia,Erebidae
5132246,Limenitis lorquini,Limenitis,Nymphalidae
5130682,Nymphalis antiopa,Nymphalis,Nymphalidae
8237987,Spilosoma lubricipeda,Spilosoma,Erebidae
1864358,Deilephila porcellus,Deilephila,Sphingidae
1862580,Smerinthus ocellata,Smerinthus,Sphingidae
1983288,Eupithecia intricata,Eupithecia,Geometridae
1859061,Stangeia xerodes,Stangeia,Pterophoridae
5126517,Desmia funeralis,Desmia,Crambidae
1937816,Papilio polyxenes,Papilio,Papilionidae
1807881,Pyrrharctia isabella,Pyrrharctia,Erebidae
1865853,Hyalophora euryalus,Hyalophora,Saturniidae
1736411,Strophedra weirana,Strophedra,Tortricidae
1943953,Polites coras,Polites,Hesperiidae
1920900,Elkalyce comyntas,Elkalyce,Lycaenidae
5112923,Zale horrida,Zale,Erebidae
1900233,Heliconius charithonia,Heliconius,Nymphalidae
1859046,Emmelina monodactyla,Emmelina,Pterophoridae
1924494,Loweia tityrus,Loweia,Lycaenidae
1937819,Papilio xuthus,Papilio,Papilionidae
5124716,Attacus atlas,Attacus,Saturniidae
1866570,Antheraea polyphemus,Antheraea,Saturniidae
4532022,Evergestis forficalis,Evergestis,Crambidae
1982885,Eupithecia succenturiata,Eupithecia,Geometridae
10100176,Apatelodes torrefacta,Hygrochroa,Apatelodidae
11701883,Dione vanillae,Dione,Nymphalidae
1817797,Hyphantria cunea,Hyphantria,Erebidae
5146412,Plemyria rubiginata,Plemyria,Geometridae
1759083,Lacanobia oleracea,Lacanobia,Noctuidae
1765767,Melanchra persicariae,Melanchra,Noctuidae
1801051,Bena bicolorana,Bena,Nolidae
5714973,Xestia c-nigrum,Xestia,Noctuidae
1751575,Megalopyge crispata,Megalopyge,Megalopygidae
1895138,Euphydryas phaeton,Euphydryas,Nymphalidae
5124136,Sphinx perelegans,Sphinx,Sphingidae
1861892,Ceratomia catalpae,Ceratomia,Sphingidae
1866341,Callosamia promethea,Callosamia,Saturniidae
5147898,Euchlaena serrata,Euchlaena,Geometridae
1920621,Abaeis nicippe,Abaeis,Pieridae
1871407,Hypsopygia costalis,Hypsopygia,Pyralidae
5714755,Satyrium behrii,Satyrium,Lycaenidae
1938446,Parnassius clodius,Parnassius,Papilionidae
1873079,Plodia interpunctella,Plodia,Pyralidae
1888338,Chalcoela iphitalis,Chalcoela,Crambidae
1891494,Evergestis limbata,Evergestis,Crambidae
1877941,Aglossa pinguinalis,Aglossa,Pyralidae
1769566,Cosmia trapezina,Cosmia,Noctuidae
1830191,Argyresthia pruniella,Argyresthia,Argyresthiidae
12087490,Eichlinia cucurbitae,Eichlinia,Sesiidae
1754270,Malthaca dimidiata,Malthaca,Zygaenidae
9627917,Idia lubricalis,Idia,Erebidae
1775980,Euparthenos nubilis,Euparthenos,Erebidae
1865862,Dryocampa rubicunda,Dryocampa,Saturniidae
5141342,Battus philenor,Battus,Papilionidae
5132079,Limenitis bredowii,Limenitis,Nymphalidae
5133088,Danaus plexippus,Danaus,Nymphalidae
7431428,Pyrausta subsequalis,Pyrausta,Crambidae
1963848,Prochoerodes lineola,Prochoerodes,Geometridae
12258652,Junonia grisea,Junonia,Nymphalidae
1909800,Neominois ridingsii,Neominois,Nymphalidae
1898286,Vanessa atalanta,Vanessa,Nymphalidae
1978197,Eusarca confusaria,Eusarca,Geometridae
1924050,Glaucopsyche piasus,Glaucopsyche,Lycaenidae
1796145,Apamea monoglypha,Apamea,Noctuidae
1811948,Spilosoma virginica,Spilosoma,Erebidae
1975897,Biston betularia,Biston,Geometridae
9776414,Acharia stimulea,Acharia,Limacodidae
1872901,Pyralis farinalis,Pyralis,Pyralidae
5925317,Orgyia leucostigma,Orgyia,Erebidae
1886374,Hymenia perspectalis,Hymenia,Crambidae
9403481,Digrammia continuata,Digrammia,Geometridae
1918988,Phyciodes tharos,Phyciodes,Nymphalidae
1788139,Leuconycta diphteroides,Leuconycta,Noctuidae
1770461,Ochropleura implecta,Ochropleura,Noctuidae
1781946,Palthis asopialis,Palthis,Erebidae
5133009,Euptychia cymela,Euptychia,Nymphalidae
4299370,Vanessa virginiensis,Vanessa,Nymphalidae
1937846,Papilio cresphontes,Papilio,Papilionidae
1938104,Papilio troilus,Papilio,Papilionidae
1859161,Platyptilia carduidactylus,Platyptilia,Pterophoridae
1920506,Pieris brassicae,Pieris,Pieridae
1946500,Thorybes pylades,Thorybes,Hesperiidae
5130514,Junonia coenia,Junonia,Nymphalidae
9896144,Cenopis reticulatana,Cenopis,Tortricidae
1940517,Synanthedon polygoni,Synanthedon,Sesiidae
1880083,Crambus agitatellus,Crambus,Crambidae
1804512,Lycomorpha pholus,Lycomorpha,Erebidae
4534166,Anarta trifolii,Anarta,Noctuidae
1908011,Occidryas editha,Occidryas,Nymphalidae
1925429,Strymon melinus,Strymon,Lycaenidae
4302101,Thorybes mexicana,Thorybes,Hesperiidae
5123775,Amorpha juglandis,Amorpha,Sphingidae
1814843,Ctenucha virginica,Ctenucha,Erebidae
1937751,Papilio zelicaon,Papilio,Papilionidae
1905172,Speyeria cybele,Speyeria,Nymphalidae
10817208,Hypsopygia olinalis,Hypsopygia,Pyralidae
1761892,Anicla infecta,Anicla,Noctuidae
1751572,Megalopyge opercularis,Megalopyge,Megalopygidae
1871175,Galasa nigrinodis,Galasa,Pyralidae
5149237,Epimecis hortaria,Epimecis,Geometridae
1866085,Automeris io,Automeris,Saturniidae
5124049,Amphion floridensis,Amphion,Sphingidae
5114923,Haploa reversa,Haploa,Erebidae
1732824,Metanastria gemella,Metanastria,Lasiocampidae
5130444,Junonia iphita,Junonia,Nymphalidae
1920496,Pieris rapae,Pieris,Pieridae
1786455,Pseudorthodes vecors,Pseudorthodes,Noctuidae
5129451,Polygonia interrogationis,Polygonia,Nymphalidae
5126675,Anania funebris,Anania,Crambidae
5147193,Idaea fuscovenosa,Idaea,Geometridae
1947915,Epargyreus clarus,Epargyreus,Hesperiidae
1884685,Pantographa limata,Pantographa,Crambidae
5145521,Scopula limboundata,Scopula,Geometridae
1925501,Strymon saepium,Strymon,Lycaenidae
5102951,Agapeta hamana,Agapeta,Tortricidae
1955808,Tasta micaceata,Tasta,Geometridae
1739922,Acleris forsskaleana,Acleris,Tortricidae
1792817,Dargida procinctus,Dargida,Noctuidae
5715281,Malacosoma californica,Malacosoma,Lasiocampidae
5105365,Euclea delphinii,Euclea,Limacodidae
5715280,Malacosoma americana,Malacosoma,Lasiocampidae
5112961,Zale metatoides,Zale,Erebidae
5142372,Pyrgus ruralis,Pyrgus,Hesperiidae
5140063,Leptotes marina,Leptotes,Lycaenidae
5137511,Neophasia menapia,Neophasia,Pieridae
1950654,Heliopyrgus domicella,Heliopyrgus,Hesperiidae
12252340,Burnsius philetas,Burnsius,Hesperiidae
7466487,Clepsis consimilana,Clepsis,Tortricidae
1806737,Hypoprepia fucosa,Hypoprepia,Erebidae
1861851,Hemaris thysbe,Hemaris,Sphingidae
5129430,Polygonia comma,Polygonia,Nymphalidae
9477531,Heterophleps refusaria,Heterophleps,Geometridae
8918036,Chlosyne gorgone,Chlosyne,Nymphalidae
1920192,Nathalis iole,Nathalis,Pieridae
1741130,Ecdytolopha insiticiana,Ecdytolopha,Tortricidae
10413588,Isa textula,Isa,Limacodidae
5114934,Haploa clymene,Haploa,Erebidae
1761498,Achatodes zeae,Achatodes,Noctuidae
5137800,Pontia protodice,Pontia,Pieridae
1894342,Euptoieta claudia,Euptoieta,Nymphalidae
1885202,Crocidophora tuberculalis,Crocidophora,Crambidae
1817729,Lophocampa maculata,Lophocampa,Erebidae
1826156,Datana integerrima,Datana,Notodontidae
5137791,Pontia occidentalis,Pontia,Pieridae
1962722,Melanolophia canadaria,Melanolophia,Geometridae
1863978,Manduca sexta,Manduca,Sphingidae
1918395,Lethe eurydice,Lethe,Nymphalidae
9277294,Cepphis armataria,Cepphis,Geometridae
1862430,Theretra clotho,Theretra,Sphingidae
1915492,Cercyonis pegala,Cercyonis,Nymphalidae
5148286,Pelurga comitata,Pelurga,Geometridae
1861836,Hemaris diffinis,Hemaris,Sphingidae
1886378,Microcrambus elegans,Microcrambus,Crambidae
9748079,Hellinsia homodactylus,Hellinsia,Pterophoridae
8367663,Dione moneta,Dione,Nymphalidae
11834445,Lon hobomok,Lon,Hesperiidae
1937691,Papilio rutulus,Papilio,Papilionidae
1919646,Phoebis philea,Phoebis,Pieridae
10717837,Mangina argus,Mangina,Erebidae
1862841,Hyles lineata,Hyles,Sphingidae
1915469,Cercyonis sthenele,Cercyonis,Nymphalidae
1942171,Staphylus ceos,Staphylus,Hesperiidae
5120396,Limnaecia phragmitella,Limnaecia,Cosmopterigidae
1937642,Papilio eurymedon,Papilio,Papilionidae
5139064,Cyaniris neglecta,Cyaniris,Lycaenidae
11860016,Artona walkeri,Artona,Zygaenidae
1978751,Campaea perlata,Campaea,Geometridae
1816299,Nyctemera adversata,Nyctemera,Erebidae
4299368,Vanessa cardui,Vanessa,Nymphalidae
11642411,Sthenopis pretiosus,Sthenopis,Hepialidae
5118396,Leucoma clara,Leucoma,Erebidae
1772716,Phalaenostola larentioides,Phalaenostola,Erebidae
5124007,Laothoe populi,Laothoe,Sphingidae
1813415,Estigmene acrea,Estigmene,Erebidae
1957572,Peribatodes rhomboidaria,Peribatodes,Geometridae
5146559,Idaea aversata,Idaea,Geometridae
1863025,Pachysphinx modesta,Pachysphinx,Sphingidae
1847407,Dichomeris marginella,Dichomeris,Gelechiidae
1850238,Teleiodes vulgella,Teleiodes,Gelechiidae
1966017,Timandra comae,Timandra,Geometridae
1863407,Paonias myops,Paonias,Sphingidae
1903683,Texola elada,Texola,Nymphalidae
1909398,Argynnis paphia,Argynnis,Nymphalidae
1959934,Plagodis alcoolaria,Plagodis,Geometridae
5114192,Colocasia propinquilinea,Colocasia,Noctuidae
5714369,Vanessa annabella,Vanessa,Nymphalidae
5137894,Pieris marginalis,Pieris,Pieridae
9935837,Elophila gyralis,Elophila,Crambidae
1877975,Aglossa costiferalis,Aglossa,Pyralidae
1898441,Hestina assimilis,Hestina,Nymphalidae
1942947,Euphyes vestris,Euphyes,Hesperiidae
5112131,Eudryas grata,Eudryas,Noctuidae
11417741,Icaricia acmon,Icaricia,Lycaenidae
4299213,Siproeta stelenes,Siproeta,Nymphalidae
1820406,Lymantria dispar,Lymantria,Erebidae
1921910,Harkenclenus titus,Harkenclenus,Lycaenidae
1924298,Acytolepis puspa,Acytolepis,Lycaenidae
1937911,Papilio paris,Papilio,Papilionidae
9579730,Hypena scabra,Hypena,Erebidae
5144593,Caripeta divisata,Caripeta,Geometridae
1952043,Habrosyne gloriosa,Habrosyne,Drepanidae
5149631,Metanema inatomaria,Metanema,Geometridae
5115874,Arctia caja,Arctia,Erebidae
4536483,Gillmeria ochrodactyla,Gillmeria,Pterophoridae
1826164,Datana ministra,Datana,Notodontidae
11713970,Haploa lecontei,Haploa,Erebidae
1932056,Icaricia icarioides,Icaricia,Lycaenidae
1865668,Actias luna,Actias,Saturniidae
9323382,Drasteria edwardsii,Drasteria,Erebidae
9370312,Iridopsis ephyraria,Iridopsis,Geometridae
1949697,Ancyloxypha numitor,Ancyloxypha,Hesperiidae
1782808,Acronicta marmorata,Acronicta,Noctuidae
1769592,Cosmia calami,Cosmia,Noctuidae
5714788,Satyrium liparops,Satyrium,Lycaenidae
1940838,Bembecia ichneumoniformis,Bembecia,Sesiidae
1914442,Chlosyne ehrenbergii,Chlosyne,Nymphalidae
1959898,Plagodis phlogosaria,Plagodis,Geometridae
9291075,Macrochilo absorptalis,Macrochilo,Erebidae
4299804,Lethe anthedon,Lethe,Nymphalidae
5137802,Pontia beckerii,Pontia,Pieridae
1790945,Isogona tenuis,Isogona,Erebidae
9379595,Idia scobialis,Idia,Erebidae
1745561,Epinotia ramella,Epinotia,Tortricidae
1835500,Polix coloradella,Polix,Oecophoridae
1800017,Panthea acronyctoides,Panthea,Noctuidae
1908995,Diaethria astala,Diaethria,Nymphalidae
1919653,Phoebis sennae,Phoebis,Pieridae
1898416,Asterocampa celtis,Asterocampa,Nymphalidae
9998920,Argyresthia oreasella,Argyresthia,Argyresthiidae
11466090,Acontia erastrioides,Acontia,Noctuidae
1830681,Atteva punctella,Atteva,Attevidae
1881166,Nomophila nearctica,Nomophila,Crambidae
1991012,Nematocampa resistaria,Nematocampa,Geometridae
1800028,Panthea furcilla,Panthea,Noctuidae
4302230,Protoboarmia porcelaria,Protoboarmia,Geometridae
1894896,Aglais milberti,Aglais,Nymphalidae
5977260,Erynnis funeralis,Erynnis,Hesperiidae
1850114,Caryocolum fischerella,Caryocolum,Gelechiidae
5143651,Hylaea fasciaria,Hylaea,Geometridae
1986157,Xanthorhoe fluctuata,Xanthorhoe,Geometridae
1749591,Phyllocnistis populiella,Phyllocnistis,Gracillariidae
1900131,Epiphile adrasta,Epiphile,Nymphalidae
1992066,Gymnoscelis rufifasciata,Gymnoscelis,Geometridae
5125689,Endotricha flammealis,Endotricha,Pyralidae
5145560,Scopula umbilicata,Scopula,Geometridae
1738700,Dichrorampha petiverella,Dichrorampha,Tortricidae
5112302,Xestia badicollis,Xestia,Noctuidae
1817727,Lophocampa argentata,Lophocampa,Erebidae
1741056,Ditula angustiorana,Ditula,Tortricidae
5104056,Epiblema aquana,Epiblema,Tortricidae
4531147,Acrobasis advenella,Acrobasis,Pyralidae
9400545,Rusicada privata,Rusicada,Erebidae
1861887,Ceratomia undulosa,Ceratomia,Sphingidae
4532532,Euplagia quadripunctaria,Euplagia,Erebidae
9051758,Zanclognatha laevigata,Zanclognatha,Erebidae
5114903,Clemensia albata,Clemensia,Erebidae
1776618,Euplexia benesimilis,Euplexia,Noctuidae
5124232,Sphinx kalmiae,Sphinx,Sphingidae
1791736,Marathyssa inficita,Marathyssa,Euteliidae
1905187,Speyeria mormonia,Speyeria,Nymphalidae
1902533,Araschnia levana,Araschnia,Nymphalidae
5111139,Leucania ursula,Leucania,Noctuidae
1741812,Platynota exasperatana,Platynota,Tortricidae
9407200,Idia aemula,Idia,Erebidae
1920494,Pieris napi,Pieris,Pieridae
8404037,Pyronia bathseba,Pyronia,Nymphalidae
1762474,Parallelia bistriaris,Parallelia,Erebidae
9368398,Macaria pustularia,Macaria,Geometridae
1884479,Parapoynx diminutalis,Parapoynx,Crambidae
1810469,Cisseps fulvicollis,Cisseps,Erebidae
5105603,Lithacodes fasciola,Lithacodes,Limacodidae
1958323,Ourapteryx sambucaria,Ourapteryx,Geometridae
1937803,Papilio multicaudata,Papilio,Papilionidae
1861401,Hayesiana triopus,Hayesiana,Sphingidae
1946865,Ochlodes sylvanoides,Ochlodes,Hesperiidae
1924232,Tharsalea arota,Tharsalea,Lycaenidae
1925509,Strymon acadica,Strymon,Lycaenidae
9498206,Idia americalis,Idia,Erebidae
5132940,Euptychia cornelius,Euptychia,Nymphalidae
9523379,Digrammia subminiata,Digrammia,Geometridae
1959858,Mellilla xanthometata,Mellilla,Geometridae
1963892,Hypagyrtis unipunctata,Hypagyrtis,Geometridae
5114950,Gnophaela latipennis,Gnophaela,Erebidae
1771245,Agrotis ipsilon,Agrotis,Noctuidae
10038125,Papilio rumiko,Papilio,Papilionidae
1804071,Phragmatobia fuliginosa,Phragmatobia,Erebidae
1798488,Dysgonia stuposa,Dysgonia,Erebidae
1971888,Horisme tersata,Horisme,Geometridae
1861673,Marumba quercus,Marumba,Sphingidae
1924223,Tharsalea rubidus,Tharsalea,Lycaenidae
1938214,Iphiclides podalirius,Iphiclides,Papilionidae
5109596,Cucullia convexipennis,Cucullia,Noctuidae
5148544,Iridopsis larvaria,Iridopsis,Geometridae
5147211,Idaea demissaria,Idaea,Geometridae
1990335,Lobocleta ossularia,Lobocleta,Geometridae
1920712,Gonepteryx rhamni,Gonepteryx,Pieridae
1797445,Catocala ultronia,Catocala,Erebidae
1785875,Diachrysia balluca,Diachrysia,Noctuidae
9243875,Hypena abalienalis,Hypena,Erebidae
9425857,Hypena deceptalis,Hypena,Erebidae
4535614,Lopinga achine,Pararge,Nymphalidae
1931126,Xamia xami,Xamia,Lycaenidae
1737526,Hedya nubiferana,Hedya,Tortricidae
5143107,Drepana arcuata,Drepana,Drepanidae
1896841,Aphantopus hyperantus,Aphantopus,Nymphalidae
1822848,Clostera albosigma,Clostera,Notodontidae
5149819,Cyclophora pendulinaria,Cyclophora,Geometridae
1884439,Parapoynx badiusalis,Parapoynx,Crambidae
1965208,Euphyia biangulata,Euphyia,Geometridae
1789695,Noctua pronuba,Noctua,Noctuidae
1776476,Alypia octomaculata,Alypia,Noctuidae
5149438,Lomaspilis marginata,Lomaspilis,Geometridae
8049830,Pararge aegeria,Pararge,Nymphalidae
1943954,Polites sabuleti,Polites,Hesperiidae
1754933,Histia flabellicornis,Histia,Zygaenidae
1862837,Hyles gallii,Hyles,Sphingidae
1884671,Erpis macularis,Erpis,Crambidae
1830380,Yponomeuta evonymella,Yponomeuta,Yponomeutidae
1919711,Anthocharis midea,Anthocharis,Pieridae
5880258,Elachista canapennella,Elachista,Elachistidae
1898544,Polygonia c-album,Polygonia,Nymphalidae
5715127,Hylephila phyleus,Hylephila,Hesperiidae
5132505,Limenitis astyanax,Limenitis,Nymphalidae
1986171,Xanthorhoe ferrugata,Xanthorhoe,Geometridae
1919939,Pyrisitia lisa,Pyrisitia,Pieridae
5132398,Limenitis archippus,Limenitis,Nymphalidae
1901850,Damora pandora,Damora,Nymphalidae
5116353,Euchaetes egle,Euchaetes,Erebidae
12226416,Archonias nimbice,Archonias,Pieridae
4535827,Aglais io,Aglais,Nymphalidae
1937744,Papilio lormieri,Papilio,Papilionidae
1932172,Brephidium exilis,Brephidium,Lycaenidae
1977054,Rheumaptera prunivorata,Rheumaptera,Geometridae
11529603,Ceratomia amyntor,Ceratomia,Sphingidae
11892494,Lon melane,Lon,Hesperiidae
5977216,Erynnis horatius,Erynnis,Hesperiidae
1939168,Pachliopta aristolochiae,Pachliopta,Papilionidae
4535632,Lasiommata megera,Pararge,Nymphalidae
1968942,Pleuroprucha insulsaria,Pleuroprucha,Geometridae
9457757,Euscirrhopterus cosyra,Euscirrhopterus,Noctuidae
1918984,Phyciodes phaon,Phyciodes,Nymphalidae
5123979,Eumorpha vitis,Eumorpha,Sphingidae
5148766,Pero ancetaria,Pero,Geometridae
5112283,Xestia xanthographa,Xestia,Noctuidae
5114956,Gnophaela vermiculata,Gnophaela,Erebidae
11654707,Lon zabulon,Lon,Hesperiidae
5134687,Erebia vidleri,Erebia,Nymphalidae
10561589,Sciota virgatella,Sciota,Pyralidae
5772178,Mythimna albipuncta,Mythimna,Noctuidae
1797135,Catocala relicta,Catocala,Erebidae
5142175,Mysoria amra,Mysoria,Hesperiidae
1938069,Papilio demoleus,Papilio,Papilionidae
1758461,Imma mylias,Imma,Immidae
1814928,Creatonotos transiens,Creatonotos,Erebidae
1924770,Feniseca tarquinius,Feniseca,Lycaenidae
9355107,Syssphinx bisecta,Syssphinx,Saturniidae
1847149,Dichomeris inserrata,Dichomeris,Gelechiidae
5977259,Erynnis tristis,Erynnis,Hesperiidae
5119009,Heterocampa astartoides,Heterocampa,Notodontidae
4524376,Camptogramma bilineata,Camptogramma,Geometridae
11720834,Lycaena hypophlaeas,Lycaena,Lycaenidae
5128005,Anartia fatima,Anartia,Nymphalidae
1932563,Zizina labradus,Zizina,Lycaenidae
1775796,Ascalapha odorata,Ascalapha,Erebidae
11590674,Acontia leo,Acontia,Noctuidae
9253819,Peridea basitriens,Peridea,Notodontidae
1932752,Cacyreus marshalli,Cacyreus,Lycaenidae
5128007,Anartia jatrophae,Anartia,Nymphalidae
1938125,Papilio demodocus,Papilio,Papilionidae
1962900,Lambdina fiscellaria,Lambdina,Geometridae
1769841,Rivula propinqualis,Rivula,Erebidae
1926530,Azanus moriqua,Azanus,Lycaenidae
10023821,Heteropsis perspicua,Heteropsis,Nymphalidae
5126229,Eudonia strigalis,Eudonia,Crambidae
9002107,Plebejus samuelis,Plebejus,Lycaenidae
4299218,Anthanassa texana,Anthanassa,Nymphalidae
1920581,Kricogonia lyside,Kricogonia,Pieridae
1782993,Acronicta lobeliae,Acronicta,Noctuidae
5135513,Maniola jurtina,Maniola,Nymphalidae
5142300,Hesperia juba,Hesperia,Hesperiidae
5129405,Polygonia gracilis,Polygonia,Nymphalidae
9324570,Zanclognatha pedipilalis,Zanclognatha,Erebidae
1884464,Parapoynx maculalis,Parapoynx,Crambidae
12234977,Argynnis coronis,Argynnis,Nymphalidae
9051888,Epiblema glenni,Epiblema,Tortricidae
5104903,Caloptilia azaleella,Caloptilia,Gracillariidae
1922851,Calycopis cecrops,Calycopis,Lycaenidae
7622059,Pyronia tithonus,Pyronia,Nymphalidae
7547455,Merrifieldia tridactyla,Merrifieldia,Pterophoridae
1937162,Parides photinus,Parides,Papilionidae
4299778,Cyllopsis pertepida,Euptychia,Nymphalidae
8225376,Papilio machaon,Papilio,Papilionidae
1782707,Acronicta insita,Acronicta,Noctuidae
1737847,Cydia pomonella,Cydia,Tortricidae
5127325,Petrophila confusalis,Petrophila,Crambidae
1883958,Usingeriessa brunnildalis,Usingeriessa,Crambidae
12212066,Tharsalea hyllus,Tharsalea,Lycaenidae
1862401,Daphnis nerii,Daphnis,Sphingidae
4690079,Iphiclides feisthamelii,Iphiclides,Papilionidae
1920809,Zerene cesonia,Zerene,Pieridae
1865107,Eacles imperialis,Eacles,Saturniidae
1732416,Macrothylacia rubi,Macrothylacia,Lasiocampidae
5132550,Cymothoe caenis,Cymothoe,Nymphalidae
1789191,Caenurgina crassiuscula,Caenurgina,Erebidae
1950133,Lerema accius,Lerema,Hesperiidae
1951217,Pholisora catullus,Pholisora,Hesperiidae
1806702,Horama panthalon,Horama,Erebidae
1948826,Atalopedes campestris,Atalopedes,Hesperiidae
9305798,Athetis tarda,Athetis,Noctuidae
1862394,Daphnis hypothous,Daphnis,Sphingidae
1740183,Acleris emargana,Acleris,Tortricidae
1803302,Curoba sangarida,Curoba,Erebidae
1863584,Paratrea plebeja,Paratrea,Sphingidae
1915470,Cercyonis oetus,Cercyonis,Nymphalidae
5105547,Parasa lepida,Parasa,Limacodidae
12206386,Abaeis mexicana,Abaeis,Pieridae
12229400,Tharsalea helloides,Tharsalea,Lycaenidae
1914465,Chlosyne lacinia,Chlosyne,Nymphalidae
1971835,Horisme intestinata,Horisme,Geometridae
1785732,Feltia herilis,Feltia,Noctuidae
1927988,Hemiargus ceraunus,Hemiargus,Lycaenidae
1787438,Galgula partita,Galgula,Noctuidae
5118291,Orgyia australis,Orgyia,Erebidae
5124450,Aellopos titan,Aellopos,Sphingidae
1909241,Lasiophila orbifera,Lasiophila,Nymphalidae
8775810,Ennomos magnaria,Ennomos,Geometridae
1902702,Anthanassa ardys,Anthanassa,Nymphalidae
1923651,Heliophorus epicles,Heliophorus,Lycaenidae
1865295,Hemileuca lucina,Hemileuca,Saturniidae
5128380,Oeneis nevadensis,Oeneis,Nymphalidae
1817732,Lophocampa caryae,Lophocampa,Erebidae
1942945,Euphyes conspicua,Euphyes,Hesperiidae
1947854,Metron leucogaster,Metron,Hesperiidae
1947868,Metron zimra,Metron,Hesperiidae
1945848,Quinta cannae,Quinta,Hesperiidae
1899071,Hamanumida daedalus,Hamanumida,Nymphalidae
1883020,Sericoplaga externalis,Sericoplaga,Crambidae
5146677,Idaea dimidiata,Idaea,Geometridae
1902479,Mechanitis polymnia,Mechanitis,Nymphalidae
1778015,Papaipema inquaesita,Papaipema,Noctuidae
5137694,Colias eurytheme,Colias,Pieridae
